Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Military Tenure,Avg Commute Time,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Ana Moore,African-American,female,1.0,USA,27.0,94040,4,2.85,0.24,4.0,0.7400000000000002,0.0,1.0,2.89,1.24,-2.12,-1.59,Engineering,None,Good,0.0,0.0,0.0
Morris Mayes,Hispanic,male,2.0,Australia,25.0,94973,4,3.34,0.72,0.5,3.32,1.0,87.0,-2.4,2.26,1.76,2.77,Engineering,None,Good,0.0,0.0,0.0
Logan Meade,Caucasian,male,0.0,USA,29.0,94801,4,2.98,0.62,2.5,2.86,2.5,63.0,1.32,1.41,-1.47,-1.56,Humanities,Ok,Good,0.0,0.0,1.0
Steven Eglinton,Caucasian,male,0.0,USA,33.0,94089,4,3.04,0.26,8.5,3.21,3.0,11.0,1.27,2.36,2.01,2.12,Quantitative,None,Bad,0.0,0.0,0.0
Juanita Mccomber,Caucasian,female,2.0,USA,27.0,94085,4,3.19,0.52,4.0,3.43,0.0,8.0,-0.63,1.28,-1.52,-1.78,Sciences,None,Good,1.0,0.0,0.0
Jose Aldrich,Asian,male,0.0,USA,29.0,94043,4,2.78,0.54,4.0,2.69,0.0,7.0,-0.61,1.51,-1.28,-1.39,Engineering,Ok,Good,0.0,0.0,0.0
Annie Aguilar,Caucasian,female,0.0,USA,27.0,94598,4,2.85,0.48,5.0,2.48,0.0,67.0,-3.52,0.62,-3.12,-2.15,Engineering,Ok,Good,0.0,0.0,0.0
Eugenia Mayberry,Caucasian,female,1.0,USA,25.0,94010,4,2.42,0.34,3.5,1.86,0.0,33.0,-1.11,3.32,2.06,1.52,Humanities,Very Good,Good,0.0,1.0,0.0
Leon Sharp,Caucasian,male,0.0,Australia,29.0,94085,4,2.48,0.54,3.5,2.71,0.0,10.0,-0.75,2.18,0.25,-0.33,Quantitative,Ok,Bad,0.0,0.0,0.0
Daniel Ohl,Caucasian,male,0.0,USA,30.0,94131,4,2.37,0.56,3.0,2.29,3.0,44.0,1.56,1.97,-0.19,0.14,Sciences,None,Bad,0.0,0.0,0.0
Andrew Pinkerton,Caucasian,male,2.0,USA,28.0,94560,4,3.18,0.6,5.5,3.82,0.0,29.0,-1.26,1.78,-1.55,-1.42,Engineering,Very Good,Good,1.0,0.0,0.0
Frank Crane,Caucasian,male,2.0,USA,29.0,94618,4,3.98,0.5,6.5,4.16,0.0,51.0,-0.32,1.23,-1.48,-0.84,Engineering,Very Good,Good,1.0,0.0,0.0
Andrea Orick,Hispanic,female,1.0,USA,29.0,94038,4,2.42,0.36,3.0,0.7000000000000002,0.0,57.0,-3.6,1.55,-0.31,-0.32,Humanities,None,Good,0.0,0.0,0.0
Eric Day,Caucasian,male,2.0,USA,24.0,94502,4,2.68,0.82,1.0,3.13,2.5,49.0,0.84,0.01,-2.5,-3.15,Engineering,Ok,Good,0.0,0.0,0.0
Martin Murray,Caucasian,male,1.0,USA,25.0,94564,4,3.26,0.6,3.5,3.93,0.0,62.0,0.27,3.39,1.63,0.9,Engineering,None,Good,1.0,0.0,0.0
Victor Yarbrough,Caucasian,male,1.0,USA,26.0,94544,4,2.59,0.44,3.0,2.24,0.0,32.0,-3.52,1.53,0.5,1.04,Engineering,Ok,Bad,0.0,0.0,0.0
Elaine Wharton,Caucasian,female,0.0,USA,29.0,94561,4,2.88,0.66,5.5,4.06,0.0,81.0,-0.33,3.2,2.35,2.09,Quantitative,Ok,Good,1.0,0.0,0.0
Mary Cauffman,Caucasian,female,0.0,USA,29.0,94025,4,3.46,0.16,5.0,2.93,0.0,20.0,-0.14,2.99,2.97,3.15,Quantitative,Very Good,Good,0.0,0.0,0.0
Brenda Rutter,Caucasian,female,0.0,USA,27.0,94030,4,3.06,0.4,6.5,2.81,0.0,34.0,-0.64,0.22,-2.48,-0.89,Engineering,Ok,Good,0.0,0.0,0.0
Jasper Shapiro,Asian,male,0.0,USA,24.0,94569,4,2.86,0.4,2.5,2.53,0.0,68.0,1.06,2.68,1.6,1.62,Quantitative,None,Good,0.0,0.0,0.0
Bryan Riley,Caucasian,male,0.0,USA,28.0,94043,4,2.85,0.54,3.5,3.02,0.0,5.0,-0.49,3.34,3.18,2.2,Sciences,Ok,Good,0.0,0.0,0.0
Sherrie Clark,Caucasian,female,1.0,USA,25.0,94040,4,2.97,0.6,3.0,3.23,0.0,0.0,1.48,0.96,-1.36,-1.37,Quantitative,None,Good,0.0,0.0,0.0
Catherine Goldberg,Caucasian,female,1.0,USA,24.0,94085,4,3.28,0.36,4.0,3.12,0.0,10.0,2.57,1.23,-1.86,-2.37,Engineering,Ok,Good,0.0,0.0,0.0
Timothy Watt,Asian,male,2.0,USA,31.0,94022,4,3.75,0.38,6.5,3.92,2.0,13.0,0.73,0.93,0.37,0.36,Engineering,Very Good,Good,1.0,0.0,0.0
Brittany Young,Caucasian,female,0.0,USA,25.0,94542,4,2.77,0.6,2.0,2.71,0.0,41.0,-0.21,3.78,2.85,1.69,Engineering,Very Good,Good,0.0,0.0,0.0
Anthony Stobb,Asian,male,1.0,USA,27.0,94560,4,3.81,0.5,4.0,3.52,0.0,29.0,1.45,0.21,-2.96,-2.24,Engineering,Ok,Good,0.0,0.0,0.0
Tracy Myers,Caucasian,female,0.0,USA,27.0,94402,4,2.85,0.44,3.5,1.93,0.0,28.0,-3.26,1.72,-1.3,-1.58,Quantitative,Ok,Bad,0.0,0.0,0.0
Laurie Adams,Hispanic,female,1.0,USA,27.0,94539,4,2.75,0.14,3.0,0.69,1.5,25.0,-1.22,0.0,-3.87,-3.51,Engineering,None,Bad,1.0,0.0,0.0
Lois Heishman,Caucasian,female,1.0,USA,31.0,94592,4,2.39,0.48,7.5,2.5,0.0,78.0,-0.99,3.79,4.38,4.8,Quantitative,None,Good,0.0,0.0,0.0
Ella Bettis,Hispanic,female,1.0,USA,30.0,94605,4,3.17,0.42,7.0,1.97,0.0,42.0,-1.9,2.9,2.06,1.52,Engineering,Ok,Good,0.0,0.0,0.0
Columbus Garofalo,Caucasian,male,0.0,USA,25.0,94403,4,2.76,0.56,3.0,2.43,0.0,26.0,2.12,4.11,3.39,2.62,Engineering,Ok,Bad,0.0,0.0,0.0
Earl Bailey,African-American,male,2.0,USA,32.0,94588,4,3.51,0.38,4.0,3.79,2.0,36.0,-0.42,1.07,-1.07,-1.22,Engineering,None,Good,0.0,0.0,0.0
Misty Lindsey,Hispanic,female,1.0,Mexico,24.0,94085,4,2.77,0.26,2.5,1.4300000000000002,0.0,9.0,-0.01,3.57,2.97,2.56,Humanities,Very Good,Good,0.0,0.0,0.0
John Cope,Asian,male,1.0,USA,30.0,94611,4,3.27,0.58,7.0,4.31,0.0,52.0,-3.51,2.06,-0.93,-0.02,Engineering,Ok,Good,0.0,0.0,0.0
Lydia Guglielmi,African-American,female,1.0,USA,25.0,94085,4,2.79,0.62,2.0,1.5299999999999998,0.0,8.0,1.14,2.95,2.98,3.2,Engineering,None,Good,0.0,0.0,0.0
Danille Rann,Caucasian,female,2.0,USA,27.0,94510,4,2.66,0.46,4.0,3.1,0.0,69.0,0.79,2.09,0.96,1.1,Engineering,Very Good,Good,0.0,0.0,0.0
Brad Martinez,African-American,male,2.0,USA,27.0,94503,4,3.28,0.3,6.0,3.63,0.0,82.0,-2.29,3.46,2.74,2.07,Engineering,None,Good,0.0,0.0,0.0
Deborah Williams,Asian,female,0.0,USA,31.0,94566,4,3.13,0.46,6.0,3.19,0.0,35.0,-2.05,3.32,2.16,1.15,Engineering,None,Bad,0.0,0.0,0.0
Leeann Sherman,Caucasian,female,1.0,USA,27.0,94061,4,3.22,0.4,4.5,3.79,0.0,22.0,-1.95,3.42,2.23,2.77,Quantitative,Very Good,Good,1.0,0.0,0.0
Lawrence Forester,Caucasian,male,1.0,USA,28.0,94720,4,2.66,0.36,5.0,2.76,0.0,58.0,-3.16,3.09,0.56,0.43,Humanities,Ok,Good,0.0,0.0,0.0
Reuben Okoye,Caucasian,male,2.0,USA,25.0,94030,4,3.48,0.56,4.0,3.66,0.0,34.0,-2.47,0.56,-2.25,-1.74,Humanities,Very Good,Good,1.0,0.0,1.0
Nancy Petty,Caucasian,female,0.0,USA,25.0,94043,4,3.15,0.4,3.0,2.71,0.0,5.0,0.12,1.61,-0.18,-0.46,Quantitative,Very Good,Good,1.0,0.0,0.0
Terrence Buss,Caucasian,male,1.0,USA,27.0,94609,4,3.56,0.4,5.0,3.55,0.0,50.0,-2.87,4.38,6.61,5.54,Engineering,Very Good,Bad,0.0,0.0,0.0
Suzanne Sommers,Caucasian,female,0.0,USA,28.0,94121,4,3.34,0.42,5.0,2.86,0.0,54.0,-1.49,3.09,2.95,2.21,Engineering,Ok,Good,0.0,0.0,0.0
Greg Britt,Caucasian,male,2.0,Canada,29.0,94089,4,2.59,0.32,6.0,3.29,0.0,11.0,0.17,2.72,1.05,0.76,Humanities,Very Good,Good,0.0,0.0,0.0
Gilbert Roser,Caucasian,male,0.0,USA,30.0,94545,4,3.07,0.28,8.0,3.95,0.0,37.0,3.09,3.53,1.84,2.24,Humanities,Ok,Good,1.0,0.0,0.0
Patrick Pineda,African-American,male,2.0,USA,32.0,94030,4,3.69,0.34,5.0,4.19,1.0,34.0,-1.35,0.39,-2.48,-2.21,Quantitative,Ok,Good,1.0,0.0,0.0
Donald Robinson,Caucasian,male,0.0,USA,31.0,94720,4,2.62,0.44,5.0,2.05,0.0,58.0,1.69,2.11,1.16,1.64,Quantitative,Ok,Bad,0.0,1.0,0.0
Miguel Leggitt,Caucasian,male,2.0,Canada,27.0,94707,4,3.31,0.56,3.5,3.54,1.0,60.0,-1.87,3.34,2.9,2.38,Sciences,Very Good,Good,0.0,0.0,0.0
Rena Mcintyre,Caucasian,female,2.0,USA,32.0,94040,4,3.25,0.36,8.0,4.13,0.0,3.0,0.44,1.79,-0.65,-0.71,Quantitative,Ok,Good,1.0,0.0,0.0
Scott Fincher,Caucasian,male,1.0,USA,27.0,94043,4,3.37,0.6,4.5,3.87,0.0,6.0,0.57,2.7,-0.37,-0.58,Engineering,Ok,Good,1.0,0.0,0.0
William Clifford,Asian,male,1.0,USA,29.0,94925,4,3.07,0.24,6.0,3.79,0.0,66.0,1.19,2.4,1.35,1.93,Engineering,Very Good,Good,1.0,0.0,0.0
Gary Pigue,Caucasian,male,0.0,USA,30.0,94010,4,2.72,0.26,7.0,2.65,0.0,33.0,-2.81,2.14,0.14,0.44,Sciences,None,Good,0.0,0.0,1.0
Tiana Clement,Other,female,2.0,China,31.0,94564,4,2.9,0.62,7.0,2.67,0.0,62.0,-0.49,2.54,1.3,1.31,Quantitative,Ok,Good,1.0,0.0,0.0
Sadie Davis,Caucasian,female,2.0,USA,24.0,94085,4,3.66,0.72,1.5,3.3400000000000003,0.0,8.0,2.19,1.39,-0.08,-0.06,Engineering,Very Good,Good,0.0,0.0,0.0
Jane Schmidt,Asian,female,2.0,USA,26.0,94304,4,3.55,0.44,5.0,3.98,0.0,19.0,-2.75,3.64,2.97,2.3,Engineering,Very Good,Good,1.0,0.0,0.0
Timothy Caminiti,Caucasian,male,0.0,USA,25.0,94549,4,2.93,0.46,2.5,2.9,0.0,53.0,-2.8,0.59,-1.59,-1.73,Humanities,Ok,Good,0.0,0.0,0.0
Aaron Dibble,Caucasian,male,1.0,USA,29.0,94707,4,3.44,0.46,7.0,3.92,2.0,60.0,-0.28,3.66,3.6,2.62,Quantitative,Very Good,Good,1.0,0.0,0.0
Oliver Kwok,Caucasian,male,2.0,USA,27.0,94588,4,3.37,0.6,4.5,4.76,1.5,36.0,-0.9,1.1,-0.51,-1.42,Quantitative,Ok,Good,1.0,0.0,0.0
Donald Blumenthal,Asian,male,1.0,USA,29.0,94539,4,3.12,0.52,5.5,3.6,0.0,25.0,-0.22,2.43,-0.95,-1.31,Quantitative,None,Good,0.0,0.0,0.0
Tad Barney,African-American,male,2.0,USA,28.0,94544,4,3.71,0.16,5.0,3.64,3.0,32.0,1.13,1.36,-1.44,-0.32,Engineering,Ok,Good,1.0,0.0,0.0
Sandra Woods,Caucasian,female,2.0,USA,28.0,94085,4,3.93,0.54,5.0,3.73,0.0,8.0,-1.29,2.63,1.31,0.83,Quantitative,Ok,Good,1.0,0.0,0.0
Robert Latham,Caucasian,male,2.0,USA,27.0,94904,4,2.79,0.46,6.0,3.55,0.0,94.0,-4.37,2.99,2.24,1.87,Engineering,Very Good,Good,0.0,0.0,0.0
Leonard Sherman,Caucasian,male,1.0,USA,25.0,94040,4,3.31,0.22,2.0,2.07,0.0,0.0,1.01,0.88,-1.89,-0.86,Sciences,Ok,Bad,0.0,0.0,0.0
William Villanova,African-American,male,0.0,USA,26.0,94030,4,2.46,0.12,5.0,2.67,0.0,34.0,1.52,0.56,-1.76,-1.71,Engineering,Very Good,Bad,0.0,0.0,0.0
Perla Goodstein,Caucasian,female,2.0,USA,30.0,94043,4,3.95,0.24,7.5,4.29,0.0,7.0,1.17,1.57,0.83,1.53,Quantitative,Ok,Good,1.0,0.0,0.0
Laura Hemphill,Caucasian,female,0.0,USA,26.0,95002,4,2.69,0.62,3.0,2.88,2.0,14.0,0.07,0.97,-1.95,-1.99,Quantitative,Ok,Bad,0.0,0.0,0.0
Miguel Barnette,Caucasian,male,2.0,USA,24.0,94010,4,2.89,0.44,3.5,2.84,0.0,33.0,1.47,2.4,1.2,1.71,Quantitative,Ok,Bad,0.0,0.0,0.0
Tammy Garcia,Asian,female,1.0,USA,33.0,94040,4,2.18,0.7,8.0,3.98,0.0,4.0,1.28,0.39,-3.73,-3.86,Engineering,Very Good,Good,0.0,0.0,0.0
Angelic Reyes,Hispanic,female,2.0,USA,25.0,94030,4,2.88,0.28,2.5,1.4,0.0,34.0,-1.47,3.04,0.62,0.25,Quantitative,Ok,Good,0.0,0.0,0.0
Nathan Hussey,Caucasian,male,2.0,USA,28.0,94022,4,3.27,0.68,6.0,4.21,0.0,13.0,1.1,1.27,-1.68,-1.24,Engineering,Ok,Good,1.0,0.0,0.0
Kim Rogers,Asian,female,2.0,USA,28.0,94025,4,3.66,0.46,5.0,4.02,0.0,20.0,-0.19,2.03,2.15,2.21,Engineering,Very Good,Good,1.0,0.0,0.0
George Santiago,Caucasian,male,0.0,USA,29.0,94105,4,3.14,0.34,5.5,3.11,0.0,45.0,-2.58,1.82,-0.2,-0.58,Humanities,None,Good,0.0,0.0,1.0
John Card,Caucasian,male,0.0,USA,29.0,94605,4,3.22,0.52,1.5,2.37,3.0,42.0,1.61,1.4,-1.41,-1.69,Humanities,None,Good,0.0,1.0,0.0
Matthew Colvin,Caucasian,male,2.0,USA,36.0,94539,4,3.19,0.48,7.0,3.66,0.0,25.0,3.69,2.06,2.88,2.92,Quantitative,Very Good,Good,0.0,0.0,0.0
Aaron Wagner,Other,male,2.0,USA,30.0,94545,4,3.1,0.74,7.0,4.67,0.0,37.0,0.89,1.86,-1.45,-1.5,Humanities,None,Good,1.0,0.0,0.0
Kelley Ketchum,Other,female,1.0,USA,31.0,94070,4,3.02,0.14,8.0,2.03,0.0,27.0,-0.15,1.57,-0.44,-1.71,Engineering,Very Good,Good,0.0,1.0,0.0
William Romero,African-American,male,1.0,USA,30.0,94538,4,2.99,0.2,6.0,3.44,0.0,21.0,-2.09,0.8,-1.87,-1.86,Humanities,Ok,Good,1.0,0.0,0.0
Raymond Brown,Caucasian,male,0.0,USA,28.0,94131,4,2.83,0.54,5.5,3.09,0.0,44.0,0.03,2.66,0.9,0.29,Quantitative,Ok,Bad,0.0,0.0,0.0
Michael Fields,Caucasian,male,1.0,USA,31.0,94038,4,3.01,0.28,4.0,3.36,0.0,57.0,-4.19,1.87,0.47,0.27,Engineering,Ok,Good,0.0,0.0,1.0
Kimberly Perdue,Caucasian,female,2.0,USA,29.0,94585,4,3.49,0.28,7.0,4.01,0.0,99.0,-1.07,2.61,0.47,0.39,Quantitative,Very Good,Good,1.0,0.0,0.0
Charles Lane,Caucasian,male,0.0,USA,33.0,94028,4,2.68,0.28,6.0,2.79,4.0,23.0,3.04,2.38,0.97,0.63,Quantitative,Very Good,Good,1.0,1.0,0.0
Christina Vencill,Asian,female,1.0,USA,30.0,94925,4,3.38,0.36,6.5,3.56,0.0,66.0,-4.28,2.79,1.04,1.41,Engineering,Ok,Good,0.0,1.0,0.0
Norman Ikenberry,Caucasian,male,0.0,USA,30.0,94085,4,2.75,0.46,5.0,2.69,2.0,8.0,-0.83,0.49,-4.12,-4.04,Humanities,None,Good,0.0,0.0,0.0
Frank Goforth,Caucasian,male,2.0,USA,33.0,94586,4,3.13,0.38,5.5,3.51,0.0,38.0,0.8,0.87,-2.3,-2.61,Engineering,Ok,Good,0.0,0.0,0.0
Warren Bradley,Other,male,1.0,Australia,36.0,94945,4,2.89,0.62,8.5,4.24,1.5,77.0,-1.58,1.13,-0.64,-0.85,Engineering,Very Good,Good,0.0,0.0,0.0
Heidi Keene,African-American,female,0.0,USA,25.0,94544,4,3.17,0.18,4.0,0.7000000000000002,0.0,32.0,-3.52,3.45,1.72,2.25,Engineering,Ok,Good,0.0,0.0,0.0
Paula Bey,Caucasian,female,0.0,USA,31.0,94611,4,3.35,0.78,4.5,3.45,0.0,52.0,-0.98,1.38,-0.6,-0.58,Engineering,Very Good,Good,0.0,0.0,0.0
Connie Cooper,Caucasian,male,2.0,USA,27.0,95035,4,2.52,0.42,5.5,3.29,0.0,18.0,-3.37,2.08,0.03,-0.04,Engineering,Very Good,Good,0.0,0.0,0.0
Marie Ward,Caucasian,female,0.0,USA,25.0,94301,4,2.82,0.28,3.0,1.92,0.0,17.0,-0.37,1.41,-0.71,-0.71,Engineering,None,Bad,1.0,0.0,0.0
Manuel Fernendez,Caucasian,male,0.0,USA,26.0,95035,4,2.92,0.28,4.0,2.56,0.0,18.0,-0.46,1.65,-2.72,-2.16,Sciences,Very Good,Bad,0.0,0.0,0.0
Samuel Jackson,Hispanic,male,1.0,USA,27.0,94523,4,2.96,0.52,5.0,3.08,0.0,55.0,-1.3,1.89,0.88,-0.1,Sciences,None,Good,0.0,0.0,0.0
Helen Reese,Caucasian,female,0.0,USA,28.0,94114,4,3.66,0.36,5.0,3.0900000000000003,0.0,47.0,-0.46,3.84,3.26,2.58,Engineering,Ok,Good,0.0,0.0,0.0
Charles Branton,African-American,male,0.0,Canada,29.0,94592,4,2.02,0.18,3.5,2.66,3.0,78.0,0.79,1.45,-1.91,-1.98,Engineering,None,Good,0.0,0.0,0.0
Ruth Harris,African-American,female,1.0,USA,31.0,94010,4,3.31,0.36,7.5,2.43,0.0,33.0,-0.81,1.63,-1.6,-1.25,Quantitative,Ok,Good,1.0,0.0,0.0
Susanne Fischer,Caucasian,female,1.0,USA,24.0,94542,4,2.91,0.56,2.0,2.52,2.0,41.0,0.36,2.55,1.2,1.37,Engineering,Ok,Bad,0.0,1.0,0.0
James Nance,Hispanic,male,2.0,Australia,30.0,94720,4,3.35,0.54,5.0,4.36,0.0,58.0,-4.15,0.93,-2.2,-1.47,Humanities,Very Good,Good,0.0,0.0,0.0
Beverly Zahner,Caucasian,female,2.0,USA,31.0,94595,4,3.0,0.26,8.5,3.45,0.0,56.0,0.96,1.83,-0.66,-0.55,Engineering,None,Good,0.0,1.0,0.0
Lonnie Whitcher,Caucasian,female,1.0,USA,27.0,94586,4,2.47,0.34,4.5,2.73,1.0,38.0,-2.22,3.74,1.47,1.13,Engineering,Ok,Good,0.0,0.0,0.0
Michael Crumpton,Caucasian,male,2.0,USA,29.0,94523,4,2.58,0.62,7.5,3.77,0.0,55.0,-0.44,1.84,0.01,0.65,Quantitative,Ok,Good,0.0,0.0,0.0
Zelda Obregon,Asian,female,0.0,Canada,27.0,94578,4,2.28,0.16,3.0,2.07,0.0,39.0,-0.47,2.3,-0.55,-0.18,Quantitative,Ok,Bad,0.0,0.0,0.0
William Franke,Caucasian,male,2.0,USA,27.0,94545,4,2.89,0.36,5.5,3.27,0.0,37.0,1.29,1.59,-1.69,-1.93,Quantitative,Ok,Good,1.0,0.0,0.0
Brittany Steel,Caucasian,female,0.0,USA,28.0,94022,4,2.21,0.56,5.0,2.52,0.0,13.0,-1.8,3.84,4.52,3.96,Quantitative,Very Good,Bad,0.0,0.0,0.0
Robert Austin,Caucasian,male,2.0,USA,30.0,94087,4,3.16,0.54,6.0,3.57,2.0,12.0,0.72,5.35,6.49,5.77,Sciences,Ok,Good,0.0,0.0,0.0
Keven Clark,Hispanic,male,1.0,Mexico,28.0,94539,4,3.77,0.4,3.0,3.7,0.0,25.0,0.020000000000000014,2.48,0.39,1.05,Humanities,Ok,Good,0.0,0.0,0.0
Darrell Yi,Asian,male,2.0,USA,34.0,94040,4,3.01,0.32,6.0,3.5,3.0,3.0,1.95,1.67,1.84,1.44,Quantitative,None,Good,0.0,0.0,0.0
Grace Anderson,Caucasian,female,1.0,USA,33.0,94587,4,3.39,0.3,9.0,3.43,0.0,30.0,-0.93,2.56,3.55,3.35,Engineering,Very Good,Good,0.0,0.0,0.0
Dennis Mcdaniel,Caucasian,male,1.0,USA,25.0,94022,4,2.5,0.28,3.5,2.57,0.0,13.0,1.48,1.61,-1.24,-1.2,Sciences,Ok,Good,0.0,0.0,0.0
Kory Shivers,Caucasian,male,2.0,USA,31.0,94040,4,3.56,0.62,7.0,4.72,0.0,3.0,-0.45,3.97,4.16,3.13,Quantitative,Very Good,Good,0.0,0.0,0.0
Francisco Ehret,Caucasian,male,1.0,Australia,25.0,94028,4,2.85,0.44,4.0,2.95,0.0,23.0,-0.77,1.13,-4.0,-3.44,Engineering,None,Good,0.0,0.0,0.0
Todd Mathews,Caucasian,male,0.0,USA,25.0,94030,4,2.49,0.64,2.0,3.05,0.0,34.0,2.07,0.44,-1.07,-0.29,Quantitative,Ok,Bad,0.0,0.0,1.0
Edward Hymel,Asian,male,0.0,USA,27.0,95002,4,3.77,0.32,6.5,3.96,0.0,14.0,-1.56,2.58,-0.24,-0.73,Sciences,Very Good,Good,1.0,0.0,0.0
Clay Delaughter,Caucasian,male,0.0,USA,30.0,94114,4,2.46,0.24,6.0,2.4,2.0,47.0,-0.07,1.31,0.61,0.45,Humanities,Ok,Bad,0.0,0.0,0.0
Joe Wilkins,Asian,male,2.0,Australia,26.0,94545,4,4.67,0.54,6.0,5.17,0.0,37.0,2.33,0.85,-1.86,-1.34,Quantitative,Ok,Good,1.0,0.0,0.0
James Lopez,Hispanic,male,2.0,USA,31.0,94973,4,3.66,0.28,7.0,4.32,0.0,88.0,-2.71,2.35,-0.7,-0.05,Engineering,Very Good,Good,1.0,0.0,0.0
William Sermersheim,Caucasian,male,1.0,USA,27.0,94587,4,2.86,0.5,3.0,1.99,1.5,30.0,-1.16,0.06,-3.95,-2.99,Quantitative,None,Bad,0.0,0.0,0.0
Debra Deroche,Hispanic,female,0.0,USA,26.0,94503,4,2.55,0.1,4.5,0.98,0.0,82.0,1.61,2.48,0.44,0.88,Quantitative,Ok,Bad,0.0,0.0,0.0
Dorothy Woodby,African-American,female,0.0,USA,26.0,94301,4,3.3,0.42,3.5,1.5699999999999998,0.0,17.0,0.91,1.34,-2.01,-2.19,Quantitative,Very Good,Good,0.0,1.0,0.0
Abraham Petty,Caucasian,male,2.0,USA,30.0,94085,4,3.72,0.3,5.0,4.86,0.0,10.0,2.01,1.7,-0.95,-0.28,Humanities,Ok,Good,1.0,0.0,0.0
Annie Adams,African-American,female,1.0,USA,32.0,94030,4,3.25,0.44,6.0,2.47,0.0,34.0,-0.19,1.72,-0.08,-0.64,Quantitative,Ok,Good,1.0,1.0,0.0
John Shea,African-American,male,0.0,USA,26.0,94801,4,2.85,0.4,4.5,2.95,0.5,63.0,-2.37,1.1,-1.88,-1.95,Humanities,None,Bad,1.0,0.0,0.0
Howard Watkins,Caucasian,male,2.0,USA,22.0,94588,4,3.07,0.56,2.0,3.24,0.0,36.0,-0.26,1.68,0.34,0.69,Engineering,Ok,Good,1.0,0.0,0.0
Amanda Meyers,Caucasian,female,0.0,USA,25.0,94061,4,2.51,0.4,4.5,2.5500000000000003,0.0,22.0,-0.58,2.58,1.26,0.77,Quantitative,None,Bad,0.0,0.0,0.0
Patricia Lee,African-American,female,0.0,USA,30.0,94043,4,2.72,0.28,6.0,0.8700000000000001,0.0,7.0,0.23,1.41,-0.67,-0.35,Quantitative,Ok,Good,0.0,0.0,0.0
John Taylor,Hispanic,male,2.0,USA,27.0,94040,4,3.24,0.06,6.0,3.56,0.0,3.0,-0.12,1.93,0.84,0.31,Engineering,Ok,Good,0.0,0.0,0.0
Glynis Fahy,Caucasian,female,2.0,USA,29.0,94070,4,3.37,0.24,5.5,3.45,0.0,27.0,0.38,1.87,-0.49,-1.19,Quantitative,Ok,Good,1.0,0.0,0.0
Isabel Bradshaw,Caucasian,female,0.0,USA,26.0,94403,4,2.64,0.38,0.0,1.82,0.0,26.0,-0.26,1.52,-0.87,-0.61,Engineering,None,Bad,0.0,0.0,0.0
Billy Carter,Asian,male,1.0,USA,26.0,94402,4,3.44,0.38,5.5,3.51,0.0,28.0,1.85,1.4,0.02,0.74,Quantitative,None,Good,0.0,0.0,0.0
Jim Cobb,Caucasian,male,2.0,USA,26.0,94089,4,3.67,0.48,3.0,3.77,0.0,11.0,-0.04,2.06,-0.62,0.56,Humanities,Very Good,Bad,1.0,1.0,0.0
Lucinda Whitting,Caucasian,female,0.0,USA,27.0,94603,4,2.48,-0.06,4.5,1.9,0.0,40.0,1.78,1.93,0.26,0.75,Quantitative,Ok,Good,0.0,0.0,0.0
Steven Smith,Asian,male,0.0,China,31.0,94061,4,3.56,0.12,6.0,3.07,0.0,22.0,-0.41,1.82,-0.74,0.84,Sciences,Ok,Good,0.0,0.0,0.0
Charles Newport,Hispanic,male,2.0,USA,31.0,94402,4,3.98,0.4,7.0,4.73,0.5,28.0,-2.23,3.21,2.08,2.07,Quantitative,Very Good,Good,1.0,0.0,0.0
Judy Perez,Asian,female,1.0,USA,26.0,94569,4,2.92,0.58,1.5,2.31,0.0,68.0,0.93,4.42,2.45,1.89,Engineering,Ok,Good,0.0,0.0,0.0
Maria Taylor,Asian,female,2.0,USA,26.0,94545,4,3.46,0.4,3.0,2.19,0.0,37.0,-3.83,2.23,0.25,0.07,Engineering,None,Good,0.0,0.0,0.0
Kristy Smith,Caucasian,female,2.0,USA,26.0,94611,4,3.52,0.62,2.0,3.24,0.0,52.0,1.22,1.49,-0.27,-0.05,Humanities,Ok,Good,0.0,0.0,0.0
Helen Hendershot,Asian,female,2.0,China,30.0,94085,4,3.37,0.34,5.0,3.44,0.0,8.0,-1.0,1.75,-0.52,-0.8,Engineering,Ok,Bad,0.0,0.0,0.0
Kimberly Bridges,Asian,female,2.0,Canada,28.0,94114,4,3.88,0.6,4.5,4.3,0.0,47.0,1.35,2.04,-0.13,-0.1,Engineering,Very Good,Good,1.0,1.0,1.0
Clarence Moon,African-American,male,1.0,USA,26.0,94588,4,3.21,0.52,4.5,3.37,0.0,36.0,-0.47,2.49,0.02,-0.5,Engineering,Very Good,Bad,0.0,0.0,0.0
Sarah Burnham,Asian,female,2.0,China,24.0,95476,4,3.42,0.5,0.0,3.36,0.0,90.0,-1.24,1.72,1.14,1.52,Engineering,Ok,Good,0.0,0.0,0.0
Mark Alexander,African-American,male,1.0,USA,27.0,94025,4,3.76,0.28,3.0,3.28,0.0,20.0,1.58,2.51,-0.08,-0.48,Quantitative,None,Good,0.0,0.0,0.0
Robert Wagner,Asian,male,1.0,USA,29.0,94043,4,3.01,0.62,6.0,4.14,0.0,6.0,1.12,2.7,0.49,0.48,Quantitative,None,Good,0.0,0.0,0.0
