Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Amanda Ollendick,African-American,female,0.0,Canada,27.0,94040,4,3.01,0.61,5.5,3.51,11.52,0.0,2.0,3.5,0.13,1.12,-2.7,-2.53,4.09,Humanities,Very Good,Good,1.0,0.0,0.0
Rene Tanenbaum,Caucasian,male,2.0,USA,28.0,94114,4,3.58,0.53,5.0,3.66,12.19,0.0,47.0,0.0,-2.21,2.66,2.81,3.4,11.21,Engineering,Very Good,Good,0.0,1.0,0.0
Blaine Zielinski,Caucasian,male,1.0,USA,32.0,94043,4,3.1,0.63,5.0,2.95,9.39,4.5,7.0,8.0,4.0,1.77,0.56,-0.21,6.32,Quantitative,Ok,Good,0.0,0.0,0.0
Howard Smyth,Caucasian,male,2.0,USA,32.0,95002,4,3.54,0.29,7.0,3.58,11.67,3.5,14.0,6.5,2.97,3.99,3.62,3.4,11.17,Sciences,None,Bad,0.0,0.0,0.0
Tamar Houchens,African-American,female,2.0,USA,26.0,94030,4,4.06,0.59,3.0,4.12,14.26,0.0,34.0,5.0,1.6,0.48,-3.1,-2.69,3.77,Engineering,Very Good,Good,1.0,0.0,0.0
Lanita Donovan,Caucasian,female,1.0,USA,25.0,94061,4,3.06,0.41,4.5,3.16,11.25,0.0,22.0,2.0,-0.74,0.0,-4.99,-4.96,0.67,Engineering,None,Good,1.0,1.0,0.0
Charles King,Caucasian,male,0.0,Canada,28.0,94560,4,2.99,0.45,4.5,2.65,9.28,0.0,29.0,3.0,0.1,3.01,1.82,0.73,7.65,Sciences,Ok,Good,0.0,0.0,0.0
Galen Pinkham,Hispanic,male,0.0,Canada,28.0,94301,4,2.77,0.43,4.0,3.01,10.78,0.0,17.0,2.0,-1.17,4.29,4.18,4.12,12.24,Humanities,Ok,Good,0.0,0.0,0.0
Joel Briggs,African-American,male,2.0,USA,30.0,94040,4,3.53,0.39,3.5,3.74,13.7,1.5,3.0,2.5,-0.51,1.74,0.6,0.39,7.19,Engineering,Very Good,Good,0.0,0.0,0.0
Robert Rubins,Caucasian,male,2.0,USA,30.0,94403,4,3.11,0.29,9.0,3.89,12.69,0.5,26.0,0.5,-2.18,1.23,-1.2,-2.66,3.19,Quantitative,Very Good,Good,1.0,0.0,0.0
Robert Lasalle,Caucasian,male,2.0,USA,27.0,94010,4,3.13,0.39,2.5,3.06,11.44,2.0,33.0,3.0,-0.11,1.48,-0.21,-0.44,6.3,Quantitative,Very Good,Good,0.0,0.0,0.0
Irene Morrill,Hispanic,female,1.0,Australia,28.0,94903,4,2.98,0.2,7.0,3.0,10.42,0.0,70.0,0.0,-2.83,0.11,-4.62,-3.54,3.06,Engineering,Very Good,Bad,0.0,0.0,0.0
Cecilia Washington,Caucasian,female,2.0,USA,25.0,94572,4,2.9,0.61,1.0,3.09,11.67,0.0,72.0,2.5,-0.25,0.0,-3.35,-2.03,4.66,Engineering,Ok,Good,0.0,0.0,0.0
Scott Steinert,Hispanic,male,2.0,USA,31.0,94114,4,3.38,0.41,6.0,3.77,12.94,2.0,47.0,3.0,0.35,0.3,-4.08,-2.58,4.34,Sciences,Very Good,Good,1.0,0.0,0.0
Violet Allman,Asian,female,0.0,USA,28.0,94028,4,3.21,0.04,6.0,2.61,9.5,0.0,23.0,4.0,1.07,1.19,-1.28,-2.1,4.09,Sciences,None,Good,0.0,0.0,0.0
Paul Zona,Caucasian,male,2.0,USA,29.0,94089,4,2.8,0.41,5.5,3.38,11.77,0.0,11.0,8.0,4.94,2.55,0.04,0.07,7.25,Engineering,Ok,Good,0.0,0.0,0.0
Larry Canez,Asian,male,1.0,USA,27.0,95134,4,2.78,0.59,5.5,3.86,13.120000000000001,0.0,16.0,3.0,0.09,1.18,-1.14,-1.38,5.26,Quantitative,Ok,Good,1.0,1.0,0.0
Juan Locke,Caucasian,male,0.0,USA,31.0,94603,4,3.08,0.35,7.0,3.19,10.75,0.0,40.0,1.0,-1.94,2.2,-1.32,-0.58,6.85,Sciences,Very Good,Good,0.0,0.0,0.0
Ryan Smith,Caucasian,male,0.0,Australia,26.0,95002,4,2.58,0.37,5.0,2.85,10.34,0.0,14.0,5.0,1.78,3.34,0.28,1.33,9.37,Humanities,Ok,Bad,1.0,0.0,1.0
David Morris,Caucasian,male,2.0,USA,24.0,94569,4,2.74,0.55,3.5,3.51,12.620000000000001,0.0,68.0,3.5,0.48,1.39,-2.65,-2.38,4.42,Engineering,Ok,Good,0.0,0.0,0.0
Steven Perdue,Caucasian,male,0.0,USA,27.0,94801,4,2.86,0.22,5.0,2.86,10.6,0.0,63.0,0.0,-2.44,2.26,0.74,0.35,7.23,Engineering,Ok,Good,0.0,0.0,0.0
Roberto Takata,Caucasian,male,0.0,Canada,29.0,94707,4,2.47,0.47,2.5,2.7,10.08,0.0,61.0,3.5,0.42,3.47,3.36,2.44,9.58,Humanities,Ok,Bad,0.0,0.0,0.0
Luis Folse,African-American,male,1.0,USA,27.0,94040,4,3.54,0.25,2.5,3.01,11.58,0.0,4.0,4.0,0.82,1.65,-1.11,-0.93,6.03,Quantitative,None,Bad,0.0,0.0,0.0
James Santiago,Hispanic,male,2.0,USA,32.0,94022,4,1.92,0.39,7.0,2.83,9.8,0.0,13.0,7.0,3.29,1.86,-0.64,-0.15,7.06,Engineering,Ok,Bad,0.0,0.0,0.0
Robert Elio,Hispanic,male,2.0,USA,27.0,94933,4,4.05,0.41,5.5,4.31,14.55,0.0,96.0,5.0,2.15,2.94,2.14,2.53,10.22,Engineering,Ok,Good,0.0,1.0,0.0
Leslie Hickey,Caucasian,female,2.0,USA,27.0,94720,4,2.81,0.9,4.5,4.26,14.04,1.0,58.0,0.5,-2.03,2.87,1.33,1.38,8.73,Quantitative,Very Good,Good,0.0,0.0,0.0
Diane Horton,Asian,female,0.0,USA,26.0,94542,4,2.66,0.39,4.5,2.52,8.95,0.0,41.0,2.5,-0.65,3.24,2.46,2.0,9.31,Engineering,Ok,Good,0.0,0.0,0.0
Pattie Smith,Hispanic,female,0.0,USA,28.0,94523,4,2.73,-0.02,4.5,2.32,9.6,0.0,55.0,0.5,-2.39,1.7,0.82,1.64,9.15,Engineering,Ok,Good,0.0,1.0,0.0
Nancy Mcgraw,Caucasian,female,2.0,USA,33.0,94087,4,2.74,0.25,8.5,4.12,14.04,0.0,12.0,3.0,-0.54,2.9,0.16,-0.53,6.48,Humanities,None,Good,1.0,0.0,0.0
Grace Gulley,Caucasian,female,2.0,USA,26.0,94022,4,2.63,0.27,5.0,3.49,13.22,0.0,13.0,1.0,-2.09,3.7,4.73,4.88,12.86,Quantitative,Ok,Good,1.0,0.0,1.0
Bobby Caminero,Asian,male,1.0,USA,28.0,94019,4,3.16,0.22,3.0,2.37,9.14,0.0,46.0,1.0,-1.69,1.51,0.03,-0.11,6.63,Engineering,Ok,Bad,0.0,0.0,0.0
Carol Harness,Caucasian,female,2.0,USA,33.0,95002,4,2.98,0.41,6.5,3.48,11.67,0.0,15.0,4.0,0.35,4.95,5.48,3.85,11.32,Quantitative,Ok,Good,0.0,0.0,0.0
Mary Jennings,African-American,female,2.0,USA,24.0,94560,4,2.77,0.92,1.0,3.76,13.44,0.0,29.0,3.0,0.07,2.03,0.56,0.55,7.53,Quantitative,Ok,Good,0.0,0.0,0.0
Barbara Boman,Asian,female,0.0,USA,28.0,94131,4,2.71,0.41,6.0,3.14,10.62,0.0,44.0,4.0,0.8,1.3,-1.26,-1.49,4.98,Engineering,Very Good,Good,1.0,0.0,0.0
Peter Ostrow,Caucasian,male,2.0,Canada,31.0,94609,4,2.89,0.39,5.5,3.56,12.39,0.0,50.0,4.0,0.81,0.88,-1.26,-1.5,4.98,Engineering,Ok,Good,0.0,0.0,1.0
Chantel Navarrete,African-American,female,2.0,USA,27.0,94402,4,3.51,0.27,5.5,3.57,12.41,0.0,28.0,3.0,0.04,1.64,-1.09,-1.76,4.79,Sciences,Very Good,Good,0.0,0.0,0.0
Barbara Carmona,Asian,female,1.0,USA,28.0,94040,4,2.3,0.27,5.5,2.29,8.41,0.0,4.0,2.5,-0.79,1.22,-0.02,-0.22,6.39,Quantitative,None,Good,0.0,0.0,0.0
Brenda Graves,African-American,female,1.0,USA,29.0,94030,4,2.2,0.35,4.0,3.13,11.91,0.0,34.0,6.0,2.93,2.01,0.51,1.22,8.63,Quantitative,Ok,Good,0.0,1.0,0.0
Jason Ahlstrom,Caucasian,male,1.0,USA,28.0,94085,4,3.33,0.61,4.5,3.78,12.879999999999999,1.5,9.0,2.0,-1.25,1.73,0.34,0.72,7.86,Humanities,None,Good,1.0,0.0,0.0
Laverne Bright,Caucasian,female,1.0,USA,29.0,94545,4,2.45,0.37,3.5,2.19,8.36,0.0,37.0,6.0,2.36,2.12,-1.09,-0.51,6.69,Engineering,None,Bad,0.0,0.0,0.0
Clara Putman,Other,female,1.0,USA,31.0,94572,4,3.13,0.41,7.5,3.32,10.53,0.0,72.0,4.5,1.8,1.59,-0.35,-0.55,6.14,Engineering,Very Good,Good,0.0,0.0,0.0
Lucille Addy,Hispanic,female,0.0,USA,23.0,94025,4,3.28,0.65,1.5,2.51,8.879999999999999,0.0,20.0,0.5,-2.42,2.22,0.84,0.13,6.87,Quantitative,None,Good,0.0,0.0,0.0
Dawn Sirwet,Asian,female,1.0,USA,27.0,94043,4,2.72,0.45,5.0,3.12,10.79,0.0,7.0,6.5,2.86,2.79,0.49,1.32,9.0,Humanities,None,Good,0.0,0.0,0.0
Hung Chang,Caucasian,male,1.0,USA,26.0,94542,4,3.42,0.35,4.0,2.91,10.64,0.0,41.0,1.0,-1.56,1.78,-1.06,-1.01,5.78,Engineering,Ok,Bad,0.0,0.0,0.0
Ann Welsh,Caucasian,female,2.0,USA,27.0,94087,4,3.03,0.63,5.0,4.09,13.84,0.0,12.0,5.5,2.04,0.0,-2.28,-0.84,6.07,Engineering,Ok,Good,0.0,0.0,0.0
Christopher Thurn,Caucasian,male,1.0,USA,28.0,94304,4,2.88,0.24,6.0,3.17,11.53,0.0,19.0,3.0,0.16,1.78,0.89,0.08,6.58,Engineering,Very Good,Good,0.0,0.0,0.0
Daniel Tovar,Asian,male,0.0,USA,24.0,94089,4,2.78,0.51,2.0,2.07,7.859999999999999,0.0,11.0,5.0,1.61,1.16,-1.31,-1.01,5.78,Quantitative,Ok,Bad,0.0,0.0,0.0
Elton Landry,Caucasian,male,1.0,USA,27.0,94578,4,2.5,0.43,1.5,2.7,10.8,3.0,39.0,4.0,1.13,1.99,0.82,0.69,7.62,Engineering,Very Good,Good,0.0,0.0,0.0
Marina Jones,Asian,female,2.0,USA,33.0,94304,4,3.07,0.25,8.0,3.62,12.19,0.0,19.0,4.5,1.04,3.05,3.36,2.24,9.25,Quantitative,Very Good,Good,0.0,0.0,0.0
James Morgan,Hispanic,male,1.0,USA,30.0,94070,4,3.41,0.45,3.0,2.99,10.88,0.0,27.0,4.0,1.03,0.22,-4.15,-3.25,3.37,Quantitative,Ok,Good,0.0,0.0,0.0
Betty Taylor,African-American,female,2.0,USA,31.0,94542,4,3.95,0.29,7.5,4.13,13.6,2.0,41.0,2.0,-0.82,3.73,2.61,2.5,10.19,Engineering,Very Good,Good,1.0,1.0,0.0
Addie Garcia,Caucasian,female,1.0,USA,33.0,94085,4,3.08,0.57,9.5,3.76,11.23,0.0,8.0,4.0,0.79,1.13,-1.45,0.17,7.63,Engineering,Ok,Bad,0.0,0.0,0.0
James Streller,Caucasian,male,2.0,USA,28.0,94085,4,3.21,0.55,4.0,2.86,9.9,1.5,9.0,2.0,-0.91,2.31,0.9,-0.23,6.26,Engineering,None,Good,0.0,0.0,0.0
Ginger Williams,Caucasian,female,0.0,USA,25.0,95134,4,2.38,0.49,4.0,2.66,9.75,0.0,16.0,1.5,-1.26,0.84,-1.96,-2.02,4.53,Engineering,Ok,Bad,0.0,0.0,0.0
Freddie Sebastian,Caucasian,male,1.0,USA,28.0,94503,4,3.48,0.49,5.0,4.48,15.370000000000001,0.0,82.0,0.0,-5.97,2.61,0.99,1.72,9.42,Engineering,Very Good,Good,1.0,0.0,0.0
Lorraine Ousley,African-American,female,2.0,USA,27.0,94402,4,3.4,0.51,5.0,4.37,14.93,0.0,28.0,4.5,1.37,1.68,-0.45,-0.8,5.84,Engineering,Ok,Good,1.0,0.0,0.0
Craig Eversole,Caucasian,male,2.0,USA,30.0,94403,4,3.77,0.65,7.0,4.8,15.33,0.0,26.0,3.5,0.41,1.36,-2.32,-2.74,3.55,Humanities,Very Good,Bad,1.0,0.0,0.0
Christopher Baker,Caucasian,male,0.0,Australia,25.0,94022,4,2.27,0.31,2.0,2.05,8.629999999999999,0.0,13.0,5.0,1.36,0.99,-2.76,-3.29,2.9,Quantitative,None,Good,1.0,0.0,0.0
Anita Quay,Caucasian,female,0.0,USA,27.0,94588,4,2.13,0.29,3.5,2.54,10.09,0.0,36.0,1.0,-1.56,2.38,0.54,0.53,7.77,Quantitative,Ok,Good,0.0,0.0,0.0
Teresa Cross,Caucasian,female,1.0,USA,25.0,94019,4,2.98,0.39,2.0,2.46,9.75,0.0,46.0,3.5,0.55,3.02,-0.13,0.06,7.56,Engineering,None,Bad,0.0,0.0,0.0
Nicholas Hendricks,Caucasian,male,2.0,USA,26.0,94109,4,3.62,0.45,5.5,3.59,12.04,0.5,48.0,0.0,-2.6,1.68,-2.11,-1.53,5.49,Engineering,Very Good,Good,0.0,0.0,0.0
Edwin Murphy,Caucasian,male,0.0,USA,30.0,94578,4,3.25,0.41,6.0,2.96,9.8,3.0,39.0,4.5,1.44,1.81,0.8,0.92,7.97,Engineering,None,Good,0.0,0.0,0.0
Jamel Mcatee,Caucasian,male,0.0,USA,23.0,94603,4,3.22,0.06,2.0,2.43,10.1,0.0,40.0,3.0,0.49,1.37,-1.43,-0.42,6.69,Quantitative,Very Good,Good,0.0,1.0,1.0
Julian Kennedy,African-American,male,2.0,USA,26.0,94040,4,2.67,0.47,4.5,3.32,11.75,0.0,1.0,3.0,-0.01,2.12,0.6,0.32,7.27,Engineering,Ok,Good,0.0,1.0,0.0
Randy Johnson,Caucasian,male,1.0,USA,28.0,94114,4,3.83,0.49,3.0,3.53,12.28,0.0,47.0,3.0,0.29,1.32,-3.43,-3.18,3.48,Engineering,Very Good,Good,0.0,0.0,0.0
Rita Tanner,Caucasian,female,0.0,USA,26.0,95035,4,3.75,0.78,4.0,3.83,12.3,0.0,18.0,4.0,0.92,2.29,0.18,-0.84,5.75,Engineering,Ok,Good,0.0,1.0,0.0
Stevie Martens,Other,male,1.0,Australia,27.0,95002,4,2.52,0.49,3.0,2.62,9.86,0.0,14.0,6.5,3.08,3.58,3.67,2.56,9.79,Engineering,None,Bad,0.0,1.0,0.0
Adam Martinez,Caucasian,male,2.0,USA,27.0,94105,4,3.06,0.33,3.5,3.38,12.43,0.0,45.0,4.0,0.76,5.58,6.81,5.89,14.18,Engineering,Very Good,Good,0.0,1.0,0.0
Joseph Agrela,Hispanic,male,2.0,USA,30.0,94087,4,3.01,0.33,8.0,3.67,11.75,0.0,12.0,5.0,1.95,0.89,-1.86,-1.22,5.65,Quantitative,None,Good,0.0,0.0,0.0
Jason Mendoza,Hispanic,male,1.0,USA,31.0,95002,4,2.51,0.49,6.5,3.34,11.29,0.0,15.0,4.0,0.48,2.97,0.39,0.15,7.41,Engineering,Ok,Good,0.0,1.0,0.0
Robert Caddle,Hispanic,male,0.0,USA,24.0,94973,4,2.55,0.1,3.5,2.54,10.33,0.0,87.0,4.0,1.46,1.12,-1.86,-1.27,5.52,Sciences,Very Good,Good,0.0,0.0,0.0
Jerome Larson,Caucasian,male,1.0,USA,30.0,94564,4,3.19,0.41,8.0,3.34,10.5,0.0,62.0,1.0,-1.5,1.72,-0.56,-0.64,6.14,Engineering,Very Good,Bad,0.0,0.0,0.0
Richard Harris,Caucasian,male,2.0,USA,35.0,94618,4,3.52,0.49,10.5,5.12,15.75,2.0,51.0,3.0,-0.08,2.83,2.07,1.74,8.95,Sciences,Ok,Good,0.0,0.0,0.0
Dorothy Perkins,Asian,female,0.0,Australia,34.0,94085,4,1.88,0.35,4.5,1.69,6.609999999999999,4.0,9.0,7.5,4.17,2.59,0.1,0.38,7.81,Quantitative,None,Good,1.0,0.0,0.0
Doris Wong,Asian,female,1.0,USA,29.0,94014,4,2.87,0.41,7.5,3.41,11.120000000000001,0.0,43.0,2.0,-0.97,0.33,-4.28,-4.47,1.48,Sciences,Very Good,Good,0.0,0.0,0.0
Roger Campbell,Caucasian,male,2.0,USA,27.0,94061,4,3.57,0.82,5.5,5.0,16.009999999999998,2.0,22.0,2.0,-0.93,2.34,-0.22,-0.75,6.1,Engineering,Very Good,Good,1.0,0.0,0.0
Mike King,Other,male,0.0,USA,31.0,95035,4,3.22,0.37,7.0,3.31,10.74,0.0,18.0,4.5,1.02,2.19,-0.81,-0.06,7.28,Humanities,Very Good,Good,0.0,0.0,0.0
Kevin Graham,African-American,male,2.0,USA,23.0,94070,4,3.88,0.35,3.0,3.74,13.620000000000001,0.0,27.0,0.0,-2.71,0.83,-2.58,-2.83,3.44,Engineering,Very Good,Good,0.0,1.0,0.0
Estela Magic,African-American,female,0.0,USA,25.0,94040,4,2.17,0.12,4.5,1.88,7.8100000000000005,0.0,1.0,2.0,-1.45,3.52,4.31,3.96,11.53,Engineering,None,Bad,0.0,0.0,0.0
Elizabeth Jackson,Other,female,0.0,USA,27.0,94603,4,3.3,0.41,5.5,3.23,11.0,0.0,40.0,2.0,-0.85,1.03,-0.56,-0.99,5.27,Engineering,Ok,Good,0.0,1.0,0.0
Jerome Merino,Caucasian,male,0.0,USA,29.0,94109,4,2.19,0.41,4.0,2.72,10.21,1.0,48.0,1.0,-1.62,1.54,-0.53,0.51,7.79,Quantitative,Very Good,Bad,1.0,0.0,0.0
Travis Tomlin,Caucasian,male,0.0,USA,28.0,94502,4,2.1,0.45,6.0,3.09,10.67,0.0,49.0,5.0,2.09,0.41,-2.33,-2.61,3.5,Humanities,Ok,Good,0.0,0.0,0.0
Ryan Martinez,Caucasian,male,0.0,Australia,28.0,94549,4,2.7,0.08,6.0,2.73,10.37,0.0,53.0,3.0,0.35,3.44,2.55,1.46,8.63,Engineering,Very Good,Bad,1.0,1.0,1.0
Amy Coty,Caucasian,female,2.0,USA,31.0,95035,4,3.37,0.47,7.0,3.97,12.91,0.0,18.0,1.0,-2.24,1.88,-0.26,-0.83,5.83,Humanities,Very Good,Good,1.0,0.0,0.0
Michael Blankenship,African-American,male,0.0,USA,24.0,94801,4,2.77,0.76,3.0,2.98,10.29,0.0,63.0,2.0,-0.75,0.0,-3.19,-3.15,2.87,Engineering,None,Bad,0.0,0.0,0.0
Estela Butts,Caucasian,female,2.0,USA,28.0,94089,4,3.73,0.47,5.0,4.31,14.66,2.0,11.0,3.0,0.09,3.5,2.98,1.83,9.07,Engineering,Ok,Good,1.0,0.0,0.0
Brett More,Caucasian,male,2.0,USA,26.0,94578,4,3.06,0.43,3.5,3.31,11.86,0.0,39.0,0.5,-2.28,1.23,-2.97,-3.6,2.61,Engineering,Very Good,Good,0.0,0.0,0.0
Belia Hittle,Hispanic,female,0.0,USA,30.0,94595,4,1.98,0.39,6.0,2.41,8.51,0.0,56.0,2.0,-0.79,1.68,-1.01,-0.61,6.39,Quantitative,Ok,Good,0.0,0.0,1.0
Lee Scott,Hispanic,male,2.0,USA,27.0,94038,4,3.56,0.65,4.0,3.96,13.35,0.0,57.0,0.0,-3.51,2.81,1.89,1.52,8.8,Quantitative,Ok,Good,1.0,0.0,0.0
Thomas Schumaker,Hispanic,male,0.0,USA,30.0,94720,4,2.48,0.43,6.0,2.89,10.07,0.0,58.0,3.0,0.37,2.5,-0.62,-1.05,5.8,Quantitative,Ok,Good,1.0,0.0,0.0
Willie Rievley,Other,male,2.0,USA,28.0,94043,4,3.3,0.41,7.0,3.6,11.9,0.0,5.0,7.0,3.22,3.7,2.6,1.87,9.2,Sciences,Ok,Good,0.0,1.0,0.0
Michael Pagan,Caucasian,male,2.0,USA,27.0,94538,4,2.73,0.29,5.5,3.25,11.56,0.0,21.0,0.0,-2.33,3.12,2.12,1.53,8.7,Engineering,Ok,Good,0.0,0.0,0.0
Joseph Timmins,Caucasian,male,0.0,USA,27.0,94545,4,2.36,0.86,-1.0,2.16,8.54,2.0,37.0,3.0,0.05,2.12,0.06,-0.32,6.49,Quantitative,None,Good,0.0,1.0,0.0
Krista Joyal,Asian,female,0.0,USA,27.0,94502,4,3.05,0.53,5.0,3.44,11.43,0.0,49.0,3.0,-0.12,0.99,-0.81,-1.1,5.27,Sciences,Ok,Good,0.0,0.0,0.0
Brian Hernandez,Hispanic,male,1.0,USA,28.0,94561,4,3.76,0.61,4.0,2.8,8.94,0.0,81.0,0.0,-2.25,3.28,1.52,0.88,8.11,Engineering,Ok,Good,0.0,0.0,0.0
Jeffrey Petrovich,Caucasian,male,1.0,USA,33.0,94019,4,2.98,0.41,7.0,3.53,11.64,1.5,46.0,2.0,-0.67,2.93,2.35,2.79,10.55,Quantitative,Ok,Good,0.0,0.0,0.0
Matthew Vaughn,Caucasian,male,0.0,USA,28.0,94572,4,2.55,0.31,6.0,2.4,8.4,0.0,72.0,2.0,-0.26,3.17,2.92,1.72,8.79,Sciences,Ok,Good,0.0,0.0,0.0
Tracey Snell,African-American,female,0.0,USA,26.0,94502,4,3.17,0.33,4.0,3.12,11.33,1.0,49.0,0.5,-2.36,3.46,2.8,1.85,8.91,Quantitative,Ok,Bad,0.0,0.0,0.0
Wayne Mattioli,Caucasian,male,0.0,USA,27.0,94941,4,3.01,0.43,4.0,3.28,11.89,0.0,75.0,1.5,-0.92,0.54,-2.02,-1.07,5.83,Engineering,Ok,Bad,0.0,0.0,0.0
Tammy Willey,Caucasian,female,1.0,USA,29.0,94105,4,3.11,0.25,5.0,2.83,10.24,0.0,45.0,0.5,-2.1,3.29,2.28,1.84,9.14,Quantitative,None,Good,0.0,0.0,0.0
Carol Cooper,African-American,female,2.0,USA,27.0,94603,4,3.07,0.49,5.0,3.72,12.89,0.0,40.0,3.0,-0.41,2.82,1.78,2.29,9.83,Engineering,Ok,Good,0.0,1.0,0.0
Pat Lamotte,Caucasian,male,1.0,USA,30.0,94707,4,2.76,0.59,7.0,3.96,12.75,1.5,60.0,2.0,-0.92,1.28,0.28,0.87,7.97,Humanities,None,Good,1.0,0.0,0.0
Holly Bernice,Caucasian,female,1.0,USA,30.0,94114,4,2.35,0.39,4.5,2.88,10.5,0.0,47.0,5.0,1.95,1.65,-1.19,-1.37,5.46,Engineering,Ok,Bad,0.0,0.0,0.0
Edith Barnes,Asian,female,2.0,China,29.0,95002,4,3.43,0.27,7.5,4.13,13.81,0.0,14.0,2.0,-1.0,2.73,0.6,0.26,7.28,Quantitative,Ok,Good,1.0,0.0,0.0
Thelma Cassidy,Asian,female,2.0,USA,26.0,94043,4,3.89,0.27,4.0,4.12,15.059999999999999,0.0,5.0,6.5,2.61,1.55,-1.94,-2.46,3.95,Engineering,None,Good,1.0,0.0,0.0
Maria Rogers,African-American,female,0.0,USA,28.0,94019,4,3.18,0.37,5.0,3.24,11.24,0.0,46.0,4.0,0.83,2.28,0.95,1.95,9.6,Engineering,Ok,Good,0.0,0.0,0.0
Amy Batts,Other,female,2.0,USA,30.0,94025,4,2.83,0.37,7.5,3.62,12.0,0.0,20.0,7.0,3.5,1.56,-2.44,-2.74,3.69,Quantitative,Ok,Good,1.0,0.0,0.0
Jose Castillo,Hispanic,male,2.0,USA,30.0,94945,4,2.56,0.49,5.5,3.59,12.3,0.5,77.0,0.0,-2.6,2.1,2.37,1.86,8.89,Quantitative,Very Good,Good,0.0,0.0,0.0
Peter Howard,Hispanic,male,2.0,USA,30.0,94544,4,3.02,0.37,5.0,3.57,12.76,3.0,31.0,4.5,1.31,2.58,2.51,2.0,9.16,Engineering,Ok,Good,0.0,0.0,0.0
Michael Pahulu,Caucasian,male,2.0,USA,30.0,94525,4,3.44,0.45,8.5,4.47,14.190000000000001,0.5,64.0,0.0,-2.85,1.37,-0.77,-0.48,6.46,Quantitative,None,Good,1.0,0.0,0.0
Julian Dingler,African-American,male,1.0,USA,27.0,95002,4,2.98,0.59,4.0,3.25,11.02,0.0,14.0,2.0,-0.94,2.32,0.75,0.17,7.02,Quantitative,Ok,Bad,1.0,1.0,0.0
Daniel Bonner,Caucasian,male,1.0,USA,33.0,94591,4,3.66,0.39,7.0,4.49,14.969999999999999,0.0,74.0,2.0,-0.48,2.85,2.03,2.3,9.96,Engineering,Ok,Good,0.0,0.0,0.0
Leota Carlson,African-American,female,1.0,USA,27.0,94603,4,3.48,0.67,5.0,3.75,12.06,0.0,40.0,0.0,-3.12,0.7,-1.46,-0.83,5.96,Engineering,Ok,Good,0.0,1.0,0.0
Elvis Keiser,Caucasian,male,2.0,USA,28.0,94105,4,3.59,0.43,6.0,4.17,14.08,2.0,45.0,3.0,-0.31,0.7,-2.88,-1.9,5.02,Engineering,Ok,Good,1.0,0.0,0.0
Travis Jones,Caucasian,male,1.0,USA,29.0,95002,4,2.64,0.1,4.5,1.98,8.05,0.0,15.0,5.0,1.54,0.0,-4.6,-3.35,3.34,Quantitative,None,Good,0.0,0.0,0.0
John Beck,Caucasian,male,2.0,USA,30.0,94525,4,3.53,0.06,7.5,3.68,12.79,3.0,64.0,4.0,1.3,1.57,-0.22,-0.12,6.78,Engineering,None,Good,1.0,0.0,0.0
Francis Letlow,Caucasian,male,1.0,USA,29.0,94043,4,2.69,0.08,2.5,1.85,8.21,0.0,5.0,4.0,0.46,2.82,1.72,1.1,8.21,Engineering,Ok,Good,0.0,0.0,0.0
Penelope Wright,African-American,female,2.0,USA,27.0,94402,4,3.02,0.47,4.5,3.6,12.68,0.0,28.0,1.5,-1.26,1.16,-1.02,-0.14,6.97,Quantitative,Very Good,Good,0.0,0.0,0.0
Estelle Lappin,African-American,female,0.0,USA,35.0,94588,4,3.13,0.37,8.0,3.17,10.02,2.0,36.0,3.0,-0.2,2.26,-0.69,-0.96,6.0,Humanities,Very Good,Good,0.0,0.0,0.0
Mary Coria,African-American,female,2.0,USA,24.0,94085,4,2.33,0.33,3.0,2.6,10.29,0.0,9.0,4.0,0.97,2.06,0.0,0.55,7.86,Quantitative,Ok,Good,0.0,0.0,0.0
David Smith,Caucasian,male,2.0,USA,33.0,94539,4,3.94,0.12,8.0,3.77,12.43,0.0,25.0,1.0,-2.31,1.18,-0.67,-0.92,5.53,Sciences,None,Good,0.0,0.0,0.0
Tony Thomas,Caucasian,male,2.0,USA,25.0,94542,4,3.47,0.67,3.0,3.63,12.49,0.0,41.0,7.0,3.58,1.59,0.02,0.15,7.1,Engineering,Very Good,Good,0.0,0.0,1.0
Matthew Heyes,Caucasian,male,2.0,Canada,28.0,94027,4,2.16,0.33,5.0,2.29,8.67,0.0,24.0,5.5,2.17,0.0,-4.34,-2.88,3.8,Engineering,None,Bad,0.0,0.0,0.0
Nancy Reel,Asian,female,0.0,USA,30.0,94089,4,2.94,0.16,2.5,1.8,7.52,2.0,11.0,4.0,0.68,0.81,-0.98,-0.87,5.75,Quantitative,Ok,Good,0.0,0.0,0.0
Alisa Holmes,African-American,female,0.0,USA,27.0,94707,4,3.31,0.55,6.0,3.33,10.71,0.0,61.0,0.5,-2.1,0.76,-3.55,-3.44,2.88,Quantitative,Very Good,Good,0.0,0.0,0.0
