Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Sex,Age,Education,Educational Prestige,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,sport_Club/Intramural,sport_NCAA/Professional,sport_None,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Job Tenure,Military Tenure,Employee Referrals,Arrest Record,Performance
Roscoe Butler,3.499705809,22.20864542,1,1.104892412,2.219624066,0,1.262148318,-1.306187572,0,23,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.81596338,2.414665329,0,0,-2
Gerald Lanigan,3.499683366,7.049682998,1,1.98047774,3.464745958,0,2.133647032,0.119316351,0,28,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.822799984,3.011412523,1,0,2
Theda Spilis,3.499529311,47.73308649,0,2.382367591,3.657269707,0,5.899308344,-0.305781975,1,25,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.729882505,1.430863211,0,0,0
Jerry Leblanc,3.49937476,39.4781753,0,2.812315477,4.264641908,0,5.142725081,-0.339448925,0,25,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1.813711055,1.422660812,0,1,2
Henry Horton,3.498723854,45.23671538,1,2.72096549,4.272496031,0,9.210128706,0.982312162,0,28,2,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.513579696,1.454329646,1,0,2
Jeremy Velarde,3.498586829,29.22805763,0,2.784247,3.000844088,0,3.866547969,-0.123500927,0,23,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.474167184,2.212647855,0,0,-1
Rhonda Celadon,3.498071941,47.81340064,2,3.153633137,4.276304067,0,7.812682969,0.011129511,1,24,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.554031306,1.122023745,1,0,2
Jean Hillman,3.495784739,10,0,1.697218385,3.000629163,0,1.344974307,-0.403594875,0,26,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.829689294,4.038314386,0,0,-1
Sandra Holden,3.495475547,6.081959448,0,0.916012189,2.726810867,0,1.601416878,-1.138270943,1,25,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.424407894,3.039700572,0,1,-2
Jennifer Howard,3.495311228,5.776423252,1,2.516806945,2.840054117,0,2.907547017,-0.482288323,1,30,1,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4.757850446,2.790774247,0,1,-2
Marcella Ballard,3.495088189,37.6495412,0,1.348654141,3.149510981,0,3.800056495,0.353242178,1,27,1,1,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2.585705138,1.839030511,0,0,1
Lucy Boudreau,3.49450749,67.94352783,0,2.17233181,3.762293958,0,3.960318143,-0.14026175,1,23,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.205136569,0.458182989,0,0,2
Betty Schell,3.494444614,20.89182507,2,3.19462096,3.784072037,0,2.401075549,0.413006652,1,24,1,1,0,0,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3.786033561,2.418325239,1,0,2
John Simpson,3.494202067,34.49706253,1,3.026281978,3.591980659,0,4.845000555,0.048748846,0,26,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2.660215482,1.834177907,0,0,2
Roxana Mason,3.493926068,26.53691127,0,1.946322167,3.614800903,0,8.275998904,0.126477613,1,27,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.570090441,2.411267355,0,0,2
Wava Ley,3.493460691,34.90696347,1,1.758946026,2.334923774,0,1.174631613,-0.512474502,1,27,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.323236498,1.733183625,0,1,-2
Joyce Armon,3.493177565,51.09354774,2,2.364890355,3.694508124,0,4.271294725,0.959942639,1,22,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1.093568504,1.086294394,1,0,2
Michael Delorenzo,3.493099089,11.83764332,2,2.49202838,3.927424775,0,4.47901383,-0.226120379,0,27,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.17580743,2.643906936,1,0,2
Daniel Hutton,3.492359984,10,0,1.81167496,3.010005051,0,1.046133203,-0.084686458,0,35,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,6.099440475,3.643161781,0,0,-1
Antonio Carter,3.492165159,65.26261505,2,2.14774316,4.083009176,0,8.79871321,1.597811537,0,23,1,2,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.451843067,0,0,2
Helen Way,3.491967183,53.67534347,0,2.481481094,3.962662106,0,7.156205767,0.411629721,1,28,2,0,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.52079603,0.929380884,0,1,2
Hyman Wheeler,3.491625217,10,2,3.452074923,4.474129416,0,7.137145103,0.841121961,0,26,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.153596676,3.02833044,1,0,2
William Reidy,3.491297887,13.56213478,0,2.404567534,3.070309729,0,4.307576918,0.160730447,0,30,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.702617474,2.704949244,0,0,0
Ralph Olsen,3.491084528,14.89267014,0,1.411982563,3.436619286,0,5.588791478,-1.189804435,0,34,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3.825501687,2.354911631,0,0,-1
David Trover,3.490949884,25.37143499,1,2.227805512,2.944320509,0,3.025832382,0.265514593,0,21,2,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.043313301,2.123077539,0,0,1
Richard Chang,3.49064925,32.25811744,0,3.07093817,3.212381045,0,4.183156059,0.4310395,0,36,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.762452443,1.831483934,0,0,1
Coy Pfau,3.490511157,82.91028376,2,1.907007996,4.313890418,0,9.104181608,1.700931598,0,28,1,1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
Michaela Stern,3.490087257,62.08225793,0,1.742648693,3.503554025,0,5.517112414,-0.776894447,1,30,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.310288247,0.807977528,0,0,0
John Freeman,3.489705168,23.39385717,2,3.864400424,3.832258113,0,2.160849943,0.10794846,0,28,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.662126434,2.433045595,1,0,2
Mark Ouellette,3.48936022,23.19901948,1,1.199112069,4.552103486,0,9.828017052,1.104271612,0,23,1,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3.087893436,2.093309629,0,0,2
Curtis Moyer,3.489349631,20.12857003,0,0.422605224,2.4435584,0,2.585787717,0.228764012,0,34,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3.436531466,2.171183511,0,0,1
Daniel Boyle,3.489124118,30.37656796,2,2.022030325,3.718764984,0,7.374858008,0.89553475,0,28,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.36705069,2.221779632,1,0,2
Sharon Rodriquez,3.488836418,6.436196684,1,0.705478485,3.038620578,0,3.269109831,-0.240095204,1,29,1,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.18889678,3.27922187,0,0,-1
Rachel Kurter,3.488793201,27.61649133,0,3.064143402,4.167263941,0,6.001844529,0.564527195,1,27,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.93342271,2.016959766,0,0,2
Joseph Harrier,3.488739965,20.22890375,2,1.608728321,3.795214257,0,6.927570772,1.423973246,0,28,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3.435067075,2.220568272,0,0,2
Jamey Moore,3.488710204,3.979446987,0,2.110377501,2.922875065,0,1.581001546,0.041072017,0,28,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.166036687,3.260770133,0,0,-1
Justin Brandt,3.487949796,10,0,1.755196489,3.665183111,0,4.766942164,-0.374782586,0,21,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.402796551,3.10898083,0,0,0
Jerry Buchanan,3.487821575,51.46979095,0,2.240037138,4.142411054,0,4.111783927,0.704850849,0,35,2,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.322252098,0.987523505,0,0,2
Angela Scott,3.487378447,34.31563625,0,1.982549796,3.14163643,0,3.053106184,-0.315035824,1,27,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.86441374,1.30854318,0,0,-1
Nancy Phillips,3.487295925,31.28160878,0,2.288896761,4.225987842,0,8.907788194,0.911434619,1,24,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.542036593,2.297167931,0,0,2
Christian Romero,3.487145594,60.95865998,2,2.81762669,4.017782171,0,4.298062266,-0.037317545,0,28,2,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.42064852,0.954503821,1,0,2
Kevin Moon,3.48713026,5.296686325,2,1.002383181,3.612567105,0,6.074421565,0.446908574,0,31,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.690837764,2.756840337,1,0,2
Sheena Lewis,3.486773345,37.18683176,2,2.101135136,2.173906805,0,-0.665408647,-0.090811489,1,27,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.348906608,1.64109232,0,1,-2
Mary Gonzalez,3.486658327,31.49984761,0,2.616078538,3.379125961,0,4.972822041,0.32682361,1,26,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2.488031895,1.685113331,0,1,1
Marc Webster,3.486360022,30.22573195,2,2.518623651,3.656561578,0,6.930444686,0.568213879,0,27,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3.082805414,2.026045843,1,0,2
Wayne Talavera,3.486071702,3.677862356,1,2.162094991,3.073393266,0,3.717318776,0.41519322,0,38,1,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5.30104589,3.004548605,0,1,2
Kenneth Collins,3.48606715,33.12670022,2,2.019468187,3.965293271,0,7.767353185,0.040684805,0,23,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.71546579,1.605701127,0,0,2
William Pell,3.485674319,19.94284994,0,2.289502914,2.380433721,0,2.619885921,-0.205753296,0,31,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,3.377794958,1.889817262,1,0,-2
Joey Casavez,3.485549556,34.1122914,0,2.061594491,3.353303285,0,3.420715687,-1.370067367,0,29,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3.249716189,1.975245013,0,0,-2
James Lesperance,3.484585163,0.053709668,1,3.047512388,3.029295957,0,3.721468672,0.227310919,0,25,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,5.660368705,3.218532105,0,1,-1
Ronald Bynum,3.484212847,26.4407279,0,1.577688132,3.644120821,0,4.455600785,-0.432489768,0,22,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.341292374,2.138958261,0,0,0
Kenneth Cosley,3.483765282,9.987223666,0,0.899073772,4.098962902,0,10.28478468,0.891452863,0,23,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4.649930665,2.555396867,0,0,2
Mildred Wood,3.483201567,9.069397804,2,2.83378834,3.172537363,0,2.205534708,0.859501539,1,23,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.530097689,2.421033938,1,0,2
Jimmy August,3.483147999,10,0,0.268417639,2.940140203,0,6.817757876,-0.446008961,0,30,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,6.044073134,3.579640057,0,1,-2
Kylee Washington,3.483002844,71.39644766,1,0.400398552,1.968371968,0,4.368618025,0.00303291,1,27,1,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.083745209,0,1,-2
Carla Swanson,3.482810735,10.09773559,2,2.917998149,4.182096859,0,4.601181278,-0.230902128,1,30,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.76794979,2.89110012,1,0,2
Randall Crumley,3.482005474,43.84149361,1,3.018198082,4.377858509,0,5.045596763,0.509923696,0,25,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2.299379408,1.543770506,1,0,2
Crystal Feuerborn,3.481518041,27.31231286,2,3.629098163,4.160558156,0,3.133580112,-0.130161932,1,24,1,1,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3.036258914,1.913201576,1,0,2
Stephen Gay,3.481424781,20.30794228,0,1.924823488,3.492175071,0,4.562851232,-0.249955194,0,24,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.595517315,2.1343689,0,0,1
Gilbert Barabas,3.481364267,32.53258493,1,1.619740055,3.881452687,0,6.849121447,0.790413266,0,22,1,1,0,0,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3.301718068,2.292730758,1,0,2
Greg Tsosie,3.481242828,40.80362305,0,1.530699144,3.531813688,0,7.221818522,0.776871556,0,23,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.639884638,1.898460567,0,1,2
Sandra Tirk,3.480896992,14.69776224,2,1.263926837,4.241357193,0,6.285986469,-0.39143337,1,27,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,3.999158487,2.101221004,1,0,2
David Shafer,3.480810961,38.25663855,2,2.518358701,4.518108557,0,7.709855941,1.560634801,0,26,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.039444622,1.373485955,0,0,2
Paul Goodin,3.480791668,35.65808894,0,1.277170807,3.734085957,0,9.073571377,0.085205306,0,34,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.502161393,1.610911055,0,0,1
Diana Rickert,3.480508436,5.630511591,1,1.440402804,4.22189252,0,8.665216847,1.546411841,1,26,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5.28860216,3.046472701,0,0,2
Grace Morris,3.480377479,46.56345698,1,2.646141863,2.902671525,0,-1.536277139,-1.017171429,1,28,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1.210724889,0.921592906,0,0,-2
Nicholas Taylor,3.480351881,7.550599988,1,2.054779593,3.782310118,0,8.435860979,-0.13965473,0,29,1,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.872064309,3.03736663,0,0,2
Bryan Smitherman,3.480066046,10,2,3.386748888,4.094558987,0,7.412865286,1.7554701,0,27,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,7.764799755,4.437123493,0,0,2
Tamara Mcelroy,3.479838839,54.8194723,1,1.377153856,3.48521499,0,6.84220734,-0.335218509,1,23,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.196038176,1.144339287,0,0,-1
Kelly Gonzalez,3.479521687,27.55692842,2,2.189072192,3.522054183,0,-0.963855471,-0.1066493,0,32,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.450667523,2.222952757,1,0,2
Stephen Hines,3.479455318,42.61482974,1,1.87654158,2.844061852,0,1.930252944,0.730025448,0,21,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1.996618219,1.539206003,0,0,2
Matthew Wible,3.479314958,17.36815942,2,3.790399216,4.362332776,0,3.538648725,-0.104445779,0,28,1,2,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.489940052,2.113882969,1,0,2
James Urquhart,3.479232562,18.62739354,0,2.038778251,2.896706979,0,3.807853141,0.420103247,0,21,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3.806929322,2.325310022,0,0,0
Charles Wong,3.478805481,13.02645511,1,1.398347297,2.82595488,0,3.524257594,0.649995498,0,22,1,2,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.393297808,2.496676553,0,0,-1
Gary Lowe,3.478791825,69.8342027,2,3.267517372,4.567522683,0,5.737824914,-0.648689293,0,30,2,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.613205233,1,0,2
Mary Bartolini,3.478596067,31.62085063,0,0.491930326,2.075188779,0,1.421272871,-0.425019554,1,30,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.276364903,1.684323776,0,1,-2
Shaun Berg,3.478017384,15.51573002,2,1.421389991,3.898599809,0,4.118179673,-0.293094246,0,28,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.409062303,2.688606264,1,0,2
Michael Wheeler,3.47788914,13.72228439,0,2.841480068,3.219152122,0,3.219923169,0.019280543,0,25,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4.401650181,2.734910245,0,0,1
Eric Boedeker,3.477832523,21.16237145,2,1.872752938,4.328518375,0,10.57482262,0.2549122,0,33,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3.824596484,2.480883774,0,0,2
Winifred Bruderer,3.476021453,26.13367974,0,1.230032842,2.776680677,0,2.964550217,-0.936792537,1,28,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.14266311,2.056221767,0,1,-2
Donald Beavers,3.475971236,40.76634474,0,2.665219243,4.275378232,0,7.719104957,1.189671721,0,26,2,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.610103126,1.391617525,0,0,2
Robert Scherman,3.475839336,29.66350298,1,1.193445354,3.969915449,0,7.946032785,0.967332331,0,22,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3.316436599,2.088012401,0,0,2
William Watson,3.475349675,18.93360222,1,0.883407113,2.067459168,0,0.565209375,-0.612638206,0,33,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.628280999,2.279934606,0,1,-2
Esperanza Cottrill,3.475137868,51.65189019,2,2.914283334,3.974738997,0,7.935437597,0.261955345,1,26,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.175418579,0.998553354,1,0,2
Nicole Burchfield,3.474946059,27.57564164,2,1.685334639,3.890864561,0,4.347857574,-0.387428598,1,22,1,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.864966627,1.811494654,1,0,2
Jeremy Canfield,3.474908955,10,2,2.126814596,4.17988008,0,6.186401761,0.396232542,0,27,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.853717935,3.448667172,1,0,2
Joslyn Thom,3.474402489,61.33102787,0,1.918826505,3.84290034,0,7.023491124,1.353188679,1,25,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.733617996,0.48558792,0,0,2
Joseph Engel,3.474369281,17.2334026,0,1.74700728,3.208328236,0,3.908840783,0.248136091,0,34,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4.218345537,2.51330241,0,0,1
Bertha Knight,3.47431965,0.769453191,0,2.316478972,3.649618549,0,3.106497907,-0.335043866,1,23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,5.386531008,2.820846415,0,0,0
Ramon Delapena,3.474077265,10,2,1.070293057,3.270999081,0,4.74571409,0.773249785,0,27,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,6.501136167,3.722668604,1,0,2
Ryan Day,3.473889142,42.03605469,0,0.936848816,3.388198178,0,6.66063661,-0.328735384,0,23,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.135761045,1.577104135,0,0,1
Jacqueline Crow,3.473869401,51.99195183,2,3.636890334,4.032712299,0,6.472162698,0.418874854,1,31,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.87512686,0.882879488,1,1,2
Mara Mosley,3.473522395,26.15493431,1,1.891493599,2.519486195,0,2.156151545,0.529671611,1,33,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.804040129,1.876121691,0,0,-1
Ruth Schwartz,3.473266755,23.10786866,1,2.024881419,3.142032081,0,4.378654831,-0.300248858,1,29,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.243532013,1.95832304,0,0,-1
Dolores Manning,3.473262988,18.35677534,1,0.536101372,3.59201973,0,8.433419791,0.361040484,1,30,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.112528957,2.451082186,1,0,2
Irvin Laperouse,3.473145663,32.37265055,1,3.529029259,3.324779804,0,1.351194804,0.868042359,0,30,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2.369606392,1.655619874,0,0,2
Rebecca Nalevanko,3.472666997,12.10735584,0,1.145751767,2.399969373,0,1.331414359,-0.027718915,1,28,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.298436086,2.588971998,0,0,-2
Kenton Knight,3.472378878,10,1,3.407297931,3.610427723,0,2.403258691,0.586318081,0,29,2,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,6.180542132,3.244097379,0,0,2
Lisa Harper,3.472243951,29.99069855,0,2.292928943,3.067754781,0,3.228531357,0.504789953,1,23,2,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.312089486,2.077492217,0,0,1
Scott Geiser,3.472100128,10,0,0.49764192,2.005424784,0,3.192629743,0.134705819,0,27,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,6.991375424,3.994037826,0,1,-2
Russell Tanaka,3.471906086,39.08839151,2,2.392212793,4.302160913,0,5.191699732,0.971699959,0,26,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2.377218216,1.530674662,1,0,2
Elizabeth Wilson,3.471904789,37.93002962,2,3.983929317,5.033859257,0,9.871973047,1.040187634,1,24,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2.549615746,1.822368431,0,0,2
Charles Brown,3.471901643,59.23183262,1,1.844989513,3.861529666,0,6.717498055,1.438959024,0,29,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0.249150294,0.550309498,1,0,2
David Wilson,3.471585327,49.90870907,1,1.640945878,3.950849665,0,6.006471036,0.417135362,0,22,2,2,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.717120233,1.633223611,1,0,2
Tomasa Borg,3.471321378,26.69105594,0,2.635470496,2.937897991,0,1.389184609,-0.126888707,1,29,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.936064032,1.849317557,0,0,-1
Kevin Broussard,3.470319769,8.732867775,2,2.545432654,3.676111106,0,6.407545134,0.24393141,0,37,1,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,4.390972504,2.497773625,1,0,2
John Benford,3.470184945,27.45253828,1,3.267924881,3.177349868,0,3.005240908,-0.117791276,0,24,1,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.118834789,1.969033783,0,0,-1
Gino Copeland,3.47015078,24.2768771,2,1.564108019,3.160940551,0,5.018228459,0.372312719,0,30,2,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3.744268946,2.43888377,0,0,2
Henry Holman,3.469762669,29.18632732,2,1.964629185,4.129760123,0,9.44473913,1.324360766,0,27,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3.048277709,1.828329292,1,1,2
Robert Rogers,3.469489605,10.68228904,2,1.967308487,3.728758667,0,7.394186467,0.291389011,0,29,1,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,4.793376245,2.942818193,1,0,2
Brandon Stanley,3.469437592,9.867963694,0,3.314967621,4.182692402,0,5.389147738,1.776019597,0,25,2,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.979332431,3.026974274,0,0,2
