,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Record,LinkedIn Score,Responsible Social Media Use,HireVue Score
940,Juanita Skousen,3.455595901,36.40315612,0,1,0,0,3,0.150859804,0,1,22,China,2,Sciences,1,None,0,0,1,1,1
941,Jan Evans,3.041753283,68.70307304,1,2,0,0,4,0.745491243,3,1,28,United States,2,Sciences,1,NCAA/Professional,0,0,1,1,1
942,Jose Sinkfield,3.518874257,57.2098603,0,4,0,0,3,0.188199587,0,0,22,United States,2,Quantitative,1,Club/Intramural,0,0,1,1,0
943,Aurora Vizcarra,3.580279871,6.570094725,2,0,0,0,4,0.671399368,0,1,27,United States,2,Engineering,2,None,0,0,1,1,1
944,Maria Roach,3.233038809,39.6420171,1,2,0,0,1,0.337141842,0,1,23,United States,1,Humanities,1,None,0,0,1,1,2
945,Alan Stamey,3.543625467,37.49537571,2,2,0,0,3,0.341984469,0,0,28,United States,2,Sciences,2,NCAA/Professional,0,0,1,1,1
946,Louis Marier,3.709649462,38.37588258,1,2,0,0,4,0.289859168,3,0,22,India,1,Sciences,3,Club/Intramural,1,1,0,1,1
947,Lorraine Holman,3.098015229,56.16882663,0,0,0,0,2,0.751996354,0,1,26,Canada,0,None,0,None,0,0,0,1,2
948,Jeffery Culbert,2.794530497,88.45251149,0,2,0,0,4,0.350490818,0,0,23,China,2,Humanities,2,None,0,0,1,1,0
949,Daisy Chaffin,3.581211508,65.44476387,0,2,0,0,2,0.5276335,0,1,25,United States,1,Humanities,1,None,0,0,1,1,0
950,Jessica Galloway,3.577597362,45.52557231,1,0,0,0,4,0.165592711,2,1,26,United States,1,Humanities,2,None,0,0,0,1,2
951,Andrew Perez,3.694883085,13.15716774,2,2,0,0,2,0.861111805,0,0,30,United States,1,Humanities,2,None,0,0,0,1,1
952,Aaron Lovett,2.761882548,13.32068285,0,1,0,0,2,0.470004874,0,0,32,United States,1,Engineering,2,Club/Intramural,0,0,1,1,0
953,Robert Crawford,3.233071393,40.9985862,0,1,0,0,6,0.243704065,0,0,23,United States,1,Quantitative,2,None,0,0,0,1,0
954,Alicia Grace,3.397443122,101.8358561,2,2,0,0,4,0.451724506,0,1,32,United States,1,Quantitative,1,None,0,0,0,1,1
955,Jonathan Barker,1.947237393,83.41916562,2,1,0,0,2,0.404241289,0,0,23,United States,1,Sciences,1,None,0,0,1,1,0
956,Sang Niceswander,3.188819562,29.53287062,0,1,0,0,2,0.222375111,0,0,25,Australia,1,Humanities,2,Club/Intramural,0,0,1,1,2
957,Ronald Seawright,3.65053215,10.22738958,0,4,0,0,5,0.614039777,0,0,33,United States,1,Humanities,3,Club/Intramural,0,0,1,1,1
958,Pasquale Arpin,3.567110312,5.335747077,1,4,0,0,5,0.973384467,0,0,34,United States,1,Engineering,2,Club/Intramural,0,0,2,1,0
959,Wayne Crouch,3.041838222,24.80254306,2,4,0,0,5,0.898024555,4,0,23,United States,1,Engineering,2,None,0,0,2,1,2
960,Walter Zavala,2.613709972,7.058532903,0,0,0,0,2,0.656859335,0,0,32,United States,1,Sciences,2,None,0,0,1,1,0
961,Jared Ladner,3.699481506,3.340264774,2,2,0,0,5,0.342233033,0,0,25,United States,1,Humanities,2,None,0,0,1,1,0
962,Rosalie Lee,3.580724124,63.47552252,0,4,0,0,1,0.684872459,2,1,24,United States,1,Humanities,1,NCAA/Professional,0,0,0,1,1
963,John Newson,3.475148092,5.349294676,0,1,0,0,2,0.790013144,0,0,31,United States,1,Engineering,2,Club/Intramural,0,0,1,1,1
964,David Williams,2.785303934,39.60910094,2,2,0,0,1,0.859100377,0,0,32,United States,1,Quantitative,2,None,0,0,0,1,1
965,Daniel Boyle,2.521830167,26.93910949,1,4,0,0,4,0.525673083,0,0,28,United States,1,Engineering,2,Club/Intramural,0,0,1,1,1
966,Jacob Whitman,2.734636749,4.040245495,2,1,0,0,3,0.701427847,3,0,24,United States,1,Sciences,3,None,0,0,0,1,1
967,Robert Little,3.103451418,21.95164039,0,2,0,0,3,0.436923547,0,0,21,United States,1,Sciences,2,None,0,0,2,1,1
968,John Crary,2.920171283,59.4302757,0,1,0,0,5,0.56660205,0,0,27,United States,1,Engineering,1,Club/Intramural,0,0,2,1,2
969,Gladys Barnes,3.334566613,2.144076226,1,4,0,0,3,0.374195854,2,1,27,India,1,Quantitative,2,None,0,0,1,1,1
970,Josephine Sanchez,3.198366756,25.11940373,1,4,0,0,5,0.704253295,0,1,26,United States,0,None,0,None,0,0,0,1,0
971,Kevin Wooden,3.46952986,56.97338218,1,1,0,0,2,0.549211581,0,0,22,United States,1,Humanities,1,Club/Intramural,0,0,1,1,1
972,Louis Oldenburg,3.09043257,37.06907941,1,4,0,0,3,0.090931062,0,0,34,United States,1,Humanities,2,Club/Intramural,0,0,2,1,2
973,Marjorie Salvador,3.322006578,3.936196873,0,4,0,0,3,0.838679585,0,1,28,United States,1,Humanities,2,Club/Intramural,0,0,1,1,1
974,Eric Hartman,3.754070985,54.47926935,2,2,0,0,5,0.578939737,0,0,27,United States,1,Quantitative,1,NCAA/Professional,0,0,1,1,0
975,William Baily,2.843756879,70.02713139,2,1,0,0,2,0.505586888,0,0,24,United States,2,Sciences,1,None,0,0,0,1,0
976,Norman Hatfield,2.567916401,43.42602944,0,1,0,0,2,0.826727285,0,0,23,United States,2,Engineering,2,Club/Intramural,0,0,0,1,0
977,Christine Syring,2.520491612,108.9096748,1,1,0,0,3,0.429881884,0,1,21,United States,1,Sciences,3,None,0,0,2,1,2
978,Janet Richardson,3.05875452,28.57897554,0,0,0,0,3,0.408236236,0,1,23,United States,1,Engineering,2,Club/Intramural,0,0,0,1,0
979,Preston Larkins,3.893500782,5.911707431,0,1,0,0,3,0.497234699,0,0,28,United States,1,Engineering,2,Club/Intramural,0,0,0,1,0
980,Anna Hau,3.455370014,26.99690198,0,2,0,0,4,0.353107239,2,1,25,United States,1,Engineering,3,None,0,0,2,1,1
981,Joe Miles,2.575759117,10.95042779,1,1,0,0,3,0.029628487,0,0,26,United States,1,Humanities,1,None,0,0,0,1,1
982,Oren Kline,2.942369289,22.75416042,0,1,0,0,3,0.360961787,2,0,32,United States,1,Sciences,1,Club/Intramural,0,0,2,1,2
983,Jose Terrell,3.174464231,62.6042149,0,4,0,0,2,0.536789614,0,0,24,Canada,1,Engineering,1,Club/Intramural,0,0,0,1,0
984,Lacy Marquez,3.282016881,54.04233783,0,3,0,0,1,0.656756089,0,0,25,United States,2,Sciences,1,None,0,0,1,1,1
985,Marvin Fries,3.301551504,26.14246051,0,1,0,0,4,0.863885258,0,0,21,United States,1,Humanities,2,None,0,0,1,1,0
986,Raymond Green,2.594782245,49.97286017,2,0,0,0,3,0.233373444,0,0,30,United States,2,Sciences,2,Club/Intramural,0,0,2,1,2
987,Howard Bradley,2.952369408,51.34208048,2,0,0,0,5,0.566176097,0,0,26,United States,1,Engineering,2,None,0,0,0,1,1
988,Kimberly Apodaca,3.412277203,81.56549309,2,0,0,0,2,0.370693725,0,1,24,United States,1,Humanities,2,Club/Intramural,0,0,0,1,2
989,Marcella Ellis,3.171347238,69.66843752,0,2,0,1,5,0.52167419,0,1,23,United States,1,Sciences,2,Club/Intramural,0,0,2,1,2
990,Abraham Nichols,3.342740773,5.609959247,1,4,0,0,2,0.53795161,0,0,25,United States,1,Engineering,3,None,0,0,2,1,2
991,John Rieker,2.907240269,17.18413112,0,3,0,0,4,0.896943321,0,0,21,India,1,Sciences,2,None,0,0,1,1,2
992,Denise Mcintire,3.019150763,70.42590219,1,0,0,0,2,0.514771329,3,1,24,United States,2,Sciences,2,None,0,0,1,1,0
993,Betsy Mayse,3.34509878,38.83299074,1,4,0,0,3,0.255373219,1,1,27,United States,1,Quantitative,1,Club/Intramural,0,0,0,1,1
994,Dorian Hickman,4.106814349,88.95211315,2,1,0,0,6,0.467901525,3,1,33,United States,2,Humanities,3,Club/Intramural,0,0,0,1,2
995,Franklin Fetterhoff,3.220824686,36.92694094,0,0,0,0,6,0.017279972,0,0,27,United States,1,Humanities,1,Club/Intramural,0,0,1,1,1
996,Carol Collini,3.987600235,93.1852346,2,4,0,0,0,0.177091413,2,1,29,United States,2,Humanities,2,Club/Intramural,0,0,0,1,0
997,James Oestmann,3.782199148,53.24254523,1,3,0,0,0,0.831651407,0,0,31,China,1,Engineering,2,None,0,0,0,1,1
998,Richard Lynn,3.472172413,43.21761146,0,4,0,0,1,0.213920778,0,0,31,United States,1,Sciences,2,None,0,0,0,1,2
999,Maryann Norgard,3.7709911,48.31297449,2,1,0,0,3,0.416376059,0,1,30,United States,2,Quantitative,1,Club/Intramural,0,0,1,1,2
1000,Ty Johns,2.678366631,32.31193894,1,0,0,0,1,0.724413011,0,0,22,United States,1,Sciences,2,None,0,0,0,1,0
1001,Linda Stevens,3.071474939,32.38178675,2,1,0,0,2,0.35202876,0,1,25,United States,1,Humanities,2,Club/Intramural,1,1,1,1,1
1002,Angie Sargent,3.56857536,29.62093176,0,4,0,0,3,0.778765749,0,1,25,Australia,1,Humanities,2,Club/Intramural,0,0,1,1,0
1003,Frank Vance,2.690984373,27.24738367,0,2,0,0,4,0.922073452,0,0,23,United States,1,Engineering,3,Club/Intramural,0,0,2,1,0
1004,David Lung,3.378958791,17.77745048,1,1,0,0,2,0.386418716,0,0,24,Mexico,1,Sciences,2,NCAA/Professional,0,0,2,1,2
1005,Diana Smith,3.205160735,77.05911836,2,0,0,0,0,0.463439383,0,1,27,United States,1,Quantitative,1,None,0,0,0,1,2
1006,Christopher Zeigler,3.331252434,89.53418283,1,1,0,0,5,0.730972428,0,0,28,United States,1,Sciences,3,None,0,0,0,1,0
1007,Jane Anderson,3.188753287,97.03918223,1,2,0,0,1,0.412054188,0,1,24,United States,1,Sciences,2,None,0,0,1,1,2
1008,Johnnie Lester,3.576844758,30.99331944,1,2,0,0,4,0.357479067,4,0,27,United States,1,Engineering,2,None,0,0,0,1,1
1009,Paula Mcclaren,3.070371441,29.48691204,1,3,0,0,4,0.69777333,3,1,26,United States,2,Humanities,3,Club/Intramural,0,0,0,1,1
1010,David Mims,3.122313337,36.34476857,1,3,0,0,6,0.1872136,0,0,23,United States,2,Quantitative,1,Club/Intramural,0,0,1,1,0
1011,Gail Charles,2.745226288,109.8416938,1,2,0,0,1,0.631785656,0,1,22,Australia,1,Humanities,2,None,0,0,1,1,2
1012,Lillian Colon,3.258977465,12.60558477,1,3,0,0,4,0.166960617,0,1,26,Canada,1,Quantitative,2,None,0,0,1,1,2
1013,Patricia Evans,3.102671359,37.87240847,1,3,0,0,1,1.00823045,0,1,27,United States,2,Quantitative,1,None,0,0,1,1,0
1014,Owen Martin,3.246004222,75.04672063,2,0,0,0,2,0.883091412,0,0,30,United States,2,Sciences,1,Club/Intramural,0,0,2,1,1
1015,Jose Armstrong,3.345772088,23.67312172,2,2,0,0,5,0.399166936,0,0,30,Canada,2,Sciences,2,None,0,0,2,1,1
1016,Christopher Barile,4.012973244,38.41573212,2,2,0,0,0,0.326648831,0,0,25,United States,1,Engineering,1,Club/Intramural,0,0,1,1,1
1017,Anna Bell,2.621276751,9.532420925,1,1,0,0,5,0.387530115,0,1,29,China,2,Humanities,2,None,0,0,0,1,0
1018,Ida Ambrose,2.935706727,63.65435557,1,1,0,0,3,0.803042784,1,1,33,United States,1,Engineering,2,None,0,0,1,1,1
1019,Carolyn Mcbee,2.731035659,24.23306234,1,2,0,0,3,0.328283129,0,1,22,United States,1,Humanities,2,None,0,0,1,1,0
1020,Tracy Goodson,2.911000914,2.971350101,1,2,0,0,1,0.106956775,3,1,25,United States,2,Engineering,2,Club/Intramural,1,1,1,1,2
1021,Donna Pike,3.357121078,25.51802703,1,1,0,0,1,0.568864088,3,1,30,United States,1,Sciences,1,None,0,0,2,1,1
1022,Mary Faulkner,3.715669479,93.94554571,0,0,0,0,3,0.510223792,2,1,27,United States,2,Sciences,2,None,0,0,1,1,2
1023,Elmer Vinson,3.509280019,48.77077846,1,1,0,0,5,0.308844216,4,0,28,United States,1,Humanities,2,None,0,0,0,1,0
1024,Gregory Burrell,3.517950406,45.51931211,0,0,0,0,4,0.307346,0,0,29,United States,1,Humanities,1,NCAA/Professional,0,0,0,1,2
1025,Joshua Dyer,3.641863824,51.41164821,0,2,0,0,2,0.117407345,1,0,25,United States,2,Humanities,2,Club/Intramural,0,0,1,1,2
1026,Miguel Faison,2.855979878,41.12213067,2,3,0,0,0,0.886082449,0,0,27,United States,1,Sciences,1,None,0,0,0,1,2
1027,Nicole Henson,3.527065639,30.82535407,2,0,0,0,4,0.364260609,2,1,26,China,1,Sciences,3,Club/Intramural,0,0,1,1,2
1028,Justin Pryor,2.975778341,45.46833629,1,1,0,0,3,0.21235631,0,0,30,United States,1,Quantitative,1,None,0,0,0,1,1
1029,Michael Johnson,3.661970946,69.93509288,1,2,0,0,2,0.378084893,0,0,23,United States,1,Engineering,2,None,0,0,1,1,1
1030,Charles Laprade,2.504978111,59.05719563,1,0,0,0,1,0.778889849,0,0,30,United States,1,Quantitative,2,NCAA/Professional,0,0,1,1,2
1031,Erin Guerra,3.435086153,53.07133496,0,1,0,0,0,0.297681907,0,1,27,United States,1,Quantitative,1,None,0,0,0,1,1
1032,Dolores Awalt,2.781542846,28.55865776,1,1,0,0,2,0.339324635,0,1,23,Mexico,0,None,0,None,0,0,1,1,1
1033,Cynthia Scott,3.203830223,97.86916413,0,3,0,0,4,0.529509841,0,1,29,United States,2,Humanities,2,Club/Intramural,1,1,2,1,2
1034,Larry West,3.367511242,103.2033196,1,3,0,0,1,0.440497539,0,0,23,United States,1,Humanities,3,None,0,0,1,1,2
1035,Rebecca Smith,3.980963276,41.2116951,0,3,0,0,4,0.815004133,0,1,24,United States,1,Humanities,2,Club/Intramural,0,0,1,1,1
1036,Curtis Palmer,2.765029084,45.4182955,0,1,0,0,1,-0.003168306,0,0,21,China,1,Sciences,2,Club/Intramural,0,0,1,1,2
1037,Earl Underwood,2.216398261,33.82830286,0,1,0,0,2,0.353775324,0,0,23,United States,1,Quantitative,2,None,0,0,1,1,2
1038,Matthew Cowgill,3.120451513,59.34327605,1,1,0,0,2,0.040379799,0,0,33,United States,1,Engineering,1,None,0,0,1,1,2
1039,Jerry Groce,2.747326072,83.07130311,1,4,0,0,3,0.15350372,1,0,31,United States,1,Humanities,2,None,0,0,1,1,0
1040,John Human,3.232426595,54.32498826,0,2,0,0,3,0.567302288,0,0,26,United States,1,Engineering,3,None,0,0,2,1,0
1041,John Ford,2.805986579,15.03248807,2,1,0,0,3,0.317923518,0,0,25,United States,1,Quantitative,1,None,0,0,2,1,0
1042,Steven Sullivan,3.70524086,28.36928315,1,2,0,0,1,0.83923505,0,0,27,United States,1,Engineering,2,None,0,0,2,1,2
1043,Wendy Smith,2.406471048,92.74860268,2,4,0,0,0,0.055828801,0,1,22,United States,2,Engineering,2,Club/Intramural,0,0,2,1,2
1044,Joan Lopez,2.594565327,19.27042889,1,0,0,0,1,0.825831005,1,1,23,United States,2,Engineering,2,None,0,0,2,1,0
1045,Larry Fisherman,3.12105908,9.2270572,2,2,0,0,0,0.305935115,0,0,22,Canada,1,Humanities,1,None,0,0,0,1,0
1046,Mary Mckenny,3.853037983,12.40098286,2,1,0,0,3,0.412965158,1,1,30,United States,2,Quantitative,1,None,0,0,2,1,2
1047,Brian Merchant,2.77421786,113.6372144,0,1,0,0,3,0.832640395,0,0,23,United States,2,Humanities,1,None,1,1,1,1,2
1048,Linda Griffey,3.567968424,51.67360192,0,2,0,0,4,0.724341957,0,1,26,United States,2,Humanities,3,NCAA/Professional,0,0,2,1,0
1049,Casey Rickert,2.279491091,4.407586609,2,3,0,0,4,0.451083468,2,1,30,United States,1,Sciences,1,Club/Intramural,0,0,1,1,1
1050,Donna West,2.764612603,66.02796336,1,2,0,0,2,0.231916425,4,1,30,United States,1,Humanities,2,None,0,0,1,1,2
1051,Matthew Smith,2.680981662,14.59427956,0,0,0,0,3,-0.168966996,0,0,31,United States,1,Engineering,1,None,0,0,1,1,0
1052,Kenneth Robinson,2.624960069,65.11585029,2,0,0,0,4,0.487634666,0,0,29,United States,2,Engineering,1,Club/Intramural,0,0,2,1,2
1053,Hilda Fincher,2.82332133,73.20123183,0,3,0,0,1,0.700048207,1,1,24,United States,2,Quantitative,2,None,0,0,1,1,0
1054,Clark Register,1.747403746,45.62466807,1,3,0,0,4,0.773904072,0,0,28,United States,1,Engineering,2,None,0,0,0,1,1
1055,Victor Taft,2.828393234,43.06268201,2,2,0,0,0,0.346506505,0,0,22,Australia,1,Humanities,2,Club/Intramural,0,0,0,1,0
1056,Jesse Anderson,3.637261405,65.54120634,2,4,0,0,5,0.485551596,1,0,21,United States,2,Humanities,3,None,0,0,1,1,0
1057,Misty Steagell,3.34466334,55.83953155,0,0,0,0,2,0.238744793,0,1,32,United States,1,Sciences,3,None,0,0,2,1,1
1058,Lara Maslow,2.459349071,97.35849419,2,1,0,0,5,0.322800129,0,1,25,United States,1,Engineering,2,NCAA/Professional,0,0,1,1,1
1059,Norman Morales,4.037223935,62.62592427,0,3,0,0,2,0.776951227,2,0,22,United States,0,None,0,None,0,0,1,1,1
1060,Ethel Williams,3.211453091,73.28501306,0,0,0,0,2,1.110000776,0,1,23,United States,1,Humanities,1,None,0,0,1,1,1
1061,Hilda Williams,2.406530747,42.82909608,0,2,0,0,5,0.136335627,0,1,30,United States,1,Humanities,2,None,0,0,1,1,1
1062,Paul Moose,3.50837588,5.753947604,0,2,0,0,3,0.491870908,0,0,32,Mexico,1,Sciences,2,None,0,0,2,1,0
1063,Donna Fruge,1.84167753,109.0513256,0,2,0,0,4,0.937836433,0,1,28,United States,0,None,0,None,0,0,0,1,0
1064,Alvin Beene,3.458307464,56.21261856,0,1,0,0,4,0.373623839,2,0,31,United States,1,Sciences,2,Club/Intramural,0,0,0,1,0
1065,Thomas Rodriguez,3.099048543,53.55052707,0,3,0,0,5,0.869340128,0,0,28,United States,1,Humanities,1,None,0,0,0,1,1
1066,Clarence Beasley,3.489295178,11.08409931,0,1,0,0,3,0.044054887,1,0,26,United States,2,Quantitative,2,None,0,0,2,1,1
1067,James Lee,3.100336334,76.70684762,2,0,0,0,3,0.568877889,0,0,23,United States,0,None,0,None,0,0,2,1,1
1068,Kenneth Tufano,3.382797413,23.3273956,0,2,0,0,2,0.472110692,0,0,27,United States,1,Engineering,1,None,0,0,1,1,1
1069,Craig Warburton,4.129786894,16.24424135,0,2,0,0,3,0.429042347,0,0,25,United States,1,Humanities,1,NCAA/Professional,0,0,1,1,1
1070,Mary Ingram,2.775375455,23.62001186,2,4,0,0,2,1.100467392,1,1,27,United States,1,Humanities,2,None,0,0,1,1,2
1071,John Cole,2.781354393,64.67507905,1,0,0,0,2,0.554488797,0,0,27,United States,1,Quantitative,1,Club/Intramural,0,0,2,1,1
1072,Dora Miller,3.899020304,119.7369625,1,2,0,0,1,0.522299223,1,1,25,United States,2,Quantitative,2,None,0,0,2,1,0
1073,James Newsome,3.087519084,20.42871623,2,3,0,0,4,0.4638599,1,0,23,United States,2,Quantitative,3,NCAA/Professional,0,0,2,1,2
1074,Richard Hartley,2.673044652,3.734764354,1,0,0,0,3,0.244560692,0,0,23,United States,1,Quantitative,1,None,0,0,1,1,1
1075,Jesse Galbraith,3.45370447,69.23337874,1,1,0,0,4,0.548502607,0,0,27,United States,1,Engineering,2,Club/Intramural,0,0,2,1,1
1076,Melinda Marshall,3.051846314,23.67918973,2,3,0,0,3,0.798131418,0,1,27,United States,1,Engineering,1,Club/Intramural,0,0,1,1,2
1077,Ken Mitchell,4.244524681,33.63112085,1,0,0,0,4,0.841445983,0,0,29,United States,2,Humanities,1,Club/Intramural,0,0,0,1,2
1078,Mark Rojas,3.78851344,45.61827542,1,1,0,0,1,0.401810538,0,0,26,United States,1,Humanities,1,NCAA/Professional,0,0,1,1,1
1079,Donald Yarrington,2.746224705,61.52453115,1,3,0,0,2,0.955898133,0,0,28,United States,2,Engineering,1,None,0,0,1,1,2
1080,Timothy Yoshino,2.606084137,4.447996773,1,2,0,0,0,0.503122992,0,0,34,United States,1,Sciences,2,None,0,0,1,1,1
1081,Rodolfo Wesley,3.057864537,84.64833426,0,4,0,0,2,0.504607122,0,0,31,United States,1,Humanities,2,None,0,0,0,1,0
1082,Reyes Kroetch,2.856159587,16.05882278,2,3,0,0,0,0.294233528,2,0,31,United States,1,Humanities,3,None,0,0,1,1,2
1083,Chung Lopez,2.673543911,7.261559907,2,3,1,0,1,0.667086984,0,0,28,United States,1,Humanities,1,None,0,0,1,1,2
1084,Mary Phillips,3.703347774,65.96760102,0,2,0,0,4,0.611855471,0,1,21,United States,2,Engineering,1,None,0,0,1,1,0
1085,Johnathan Dorsett,3.478576146,30.12284316,0,0,0,0,1,0.586006532,0,0,30,United States,1,Quantitative,3,None,0,0,1,1,1
1086,Salvador Heard,2.909926861,53.97000561,1,4,0,0,2,0.65111228,0,0,24,United States,1,Engineering,3,None,0,0,0,1,1
1087,Bart Fernandez,4.265613089,4.030395448,0,1,0,0,3,0.404498105,1,0,23,United States,1,Engineering,1,Club/Intramural,0,0,2,1,1
1088,William Willis,3.150762643,22.4125061,1,1,0,0,5,0.287564995,4,0,37,United States,1,Sciences,1,None,0,0,1,1,0
1089,Evelyn Vuong,3.412791709,37.87990701,2,1,0,0,3,0.880558469,3,1,27,United States,1,Sciences,2,None,0,0,0,1,0
1090,Isaac Chambers,3.382319255,39.3220391,1,1,0,0,4,0.664598964,2,0,30,United States,2,Humanities,2,None,0,0,1,1,1
1091,Latoya Hammons,3.34873299,28.41130722,2,0,0,0,2,0.57302378,2,1,26,United States,2,Quantitative,1,None,0,0,1,1,0
1092,Sandra Irwin,3.481914406,56.81997124,1,0,0,0,3,0.442060476,3,1,24,United States,1,Quantitative,2,None,0,0,0,1,1
1093,Kelly Winn,3.293772158,16.66075728,2,0,0,0,0,0.127342134,0,1,26,United States,1,Quantitative,2,None,0,0,0,1,2
1094,Alex Pope,2.613508081,35.44120048,0,3,0,0,5,0.862247029,0,0,27,United States,1,Humanities,1,None,0,0,1,1,0
1095,Gary Kocieda,4.002232075,42.95519805,0,4,0,0,5,0.74655892,1,0,32,United States,1,Quantitative,2,NCAA/Professional,0,0,1,1,2
1096,Theda Spilis,1.89248673,9.493759563,0,3,0,0,3,0.655454016,0,1,25,United States,1,Engineering,2,Club/Intramural,0,0,2,1,2
1097,Keith Albert,3.621566347,16.5356015,2,1,0,0,5,0.740026543,3,0,23,United States,2,Engineering,2,Club/Intramural,0,0,0,1,1
1098,Quincy Badger,3.374709649,31.79831214,0,0,0,0,2,0.540466264,4,0,26,United States,1,Humanities,1,Club/Intramural,0,0,1,1,1
1099,Michael Alden,4.005653585,66.55487951,2,0,0,0,4,0.578142325,2,0,28,United States,1,Engineering,2,None,0,0,0,1,1
1100,Richard Spencer,3.030438719,43.45573837,2,1,0,0,4,0.971930903,0,0,23,United States,1,Sciences,2,None,0,0,1,1,1
1101,Mark Bryant,3.243295006,48.03717132,1,0,0,0,4,0.762336388,0,0,32,United States,2,Humanities,1,None,0,0,1,1,2
1102,Edward Hill,2.849005399,20.59047471,2,1,0,0,3,0.038997577,0,0,26,United States,1,Sciences,1,Club/Intramural,0,0,1,1,0
1103,Harold Carr,3.454023944,15.39820872,0,2,0,0,3,0.081137084,3,0,21,United States,1,Quantitative,2,Club/Intramural,0,0,2,1,0
1104,Lloyd Fanning,2.805456059,67.86402534,2,0,0,0,1,0.260925394,0,0,32,United States,1,Humanities,1,NCAA/Professional,0,0,1,1,2
1105,Brenda Alvarez,2.946200701,28.94837105,0,1,0,0,3,0.68320291,0,1,21,United States,1,Sciences,2,None,0,0,0,1,1
1106,Katherine Thomas,2.841268076,51.87115989,2,2,0,0,4,0.88734153,2,1,32,United States,1,Engineering,1,None,0,0,0,1,0
1107,Leonard Harris,3.232767938,27.66730097,0,3,0,0,4,0.793561953,0,0,26,United States,1,Sciences,1,None,0,0,1,1,0
1108,Rodrigo Duncan,2.938822957,45.83254367,0,1,0,0,3,0.413274583,0,0,23,United States,1,Quantitative,2,None,0,0,1,1,1
1109,Joan Kendrick,3.155473732,75.77269062,1,1,0,0,1,0.724151564,0,1,30,United States,1,Engineering,2,None,0,0,2,1,0
1110,Vicky Upshaw,3.28551475,12.62400114,2,3,0,0,2,1.181227609,3,1,29,United States,1,Sciences,2,None,0,0,1,1,2
1111,Mary Crosby,3.021877179,3.372765202,0,1,0,0,2,0.679692778,0,1,26,United States,1,Humanities,1,None,0,0,2,1,1
1112,Carolyn Long,3.700726534,58.05965134,2,0,0,0,5,0.177769764,1,1,26,United States,2,Sciences,1,Club/Intramural,0,0,1,1,2
1113,Patricia Kendall,2.510123548,62.27181114,1,2,0,0,5,0.612022508,2,1,24,Australia,1,Engineering,3,NCAA/Professional,0,0,0,1,1
1114,Roger Chen,3.151642039,79.15536892,0,1,0,0,3,0.775638507,2,0,27,United States,1,Quantitative,1,None,0,0,1,1,1
1115,Helen Welch,3.782341805,29.92115652,2,4,0,0,3,0.592272815,0,1,23,United States,2,Engineering,1,None,0,0,2,1,1
1116,Philip Lopez,2.200641879,50.080437,0,2,0,0,3,0.641387044,0,0,27,United States,1,Engineering,2,Club/Intramural,0,0,0,1,0
1117,Robert Prince,3.404795141,67.52210539,0,3,0,0,2,0.309852442,0,0,30,United States,1,Humanities,2,None,0,0,1,1,0
1118,Lois Reid,2.479006822,29.30782761,1,3,0,0,1,0.58962445,1,1,25,China,1,Sciences,2,Club/Intramural,0,0,0,1,2
1119,Ricky Dunn,2.316315562,1.579615732,2,3,0,0,1,0.68826139,1,0,28,United States,0,None,0,None,0,0,2,1,2
1120,Frank Miller,3.223796357,32.72758147,2,3,0,0,2,0.245180468,1,0,32,United States,1,Quantitative,2,None,0,0,1,1,1
1121,Crystal Flowers,3.124975763,45.60664805,1,3,0,0,2,0.449519431,0,1,25,United States,2,Engineering,1,Club/Intramural,0,0,0,1,1
